battery_power,clock_speed,Front_Camera_mx,int_memory,mobile_dep,mobile_wt,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,wifi,price_$
696,2.4,11,35,0.2,103,13,2022,14,11,4,Yes,196.1630644
1009,1,2,2,0.6,102,14,1716,7,5,15,No,218.0741082
1526,1.1,2,38,0.3,116,6,3317,7,1,8,Yes,302.7214902
987,2,1,20,0.8,192,3,1454,11,3,8,No,85.86453624
1414,2.2,0,49,0.5,101,1,2290,13,0,12,No,133.2622889
1732,0.8,2,61,0.3,172,3,3940,17,11,20,Yes,839.6671429
1587,0.5,0,50,0.9,148,15,461,17,4,4,Yes,106.0721814
1097,0.8,10,21,0.1,160,15,2219,15,6,12,Yes,334.3186959
504,2.8,0,40,0.5,178,0,470,6,0,16,No,121.0664293
1159,2.7,13,28,0.2,80,18,2495,10,0,9,Yes,287.662316
1910,1.4,0,29,0.6,146,2,2944,8,7,2,Yes,156.4624907
865,1.2,8,59,0.1,159,9,2361,16,11,19,Yes,464.4528229
1930,2,11,16,0.8,186,12,1783,17,3,13,Yes,238.2238349
860,1.3,8,40,0.7,170,13,2832,13,7,20,Yes,349.4316935
1268,2.9,9,42,0.9,182,17,931,11,5,20,No,108.887143
999,1.8,0,27,0.1,167,1,1344,17,10,5,No,101.2805116
622,0.7,0,9,0.3,127,0,3916,13,1,5,Yes,426.722608
1250,1.4,8,44,0.2,182,20,1882,14,1,14,No,260.0750637
763,0.5,9,51,0.3,104,12,2865,11,6,9,Yes,630.1717195
1100,1.6,12,15,0.1,112,14,757,12,2,16,Yes,57.29573485
815,2,4,51,0.3,85,12,3469,5,4,6,Yes,1068.020845
618,0.5,2,57,0.2,88,7,2399,18,15,17,Yes,156.6797783
553,2.2,0,18,0.7,136,1,3300,12,10,20,No,390.9146184
673,2.2,2,3,0.4,84,9,2719,19,2,9,Yes,458.0418113
563,2,3,47,0.3,115,12,3012,14,4,15,No,331.1645799
1590,1.5,12,14,0.5,187,15,2836,6,5,4,No,210.5468699
1031,2.1,2,11,0.1,121,9,2385,11,7,16,No,420.7360899
909,0.5,9,30,0.4,97,10,594,12,0,4,Yes,121.642268
1880,0.5,0,7,0.6,104,1,2968,9,0,3,No,623.4048541
1479,1.8,0,24,0.1,146,0,3762,12,10,5,No,555.5673961
1271,1.5,0,2,0.9,161,1,892,15,13,20,No,265.8104916
709,1.9,11,13,0.1,81,15,467,17,11,5,Yes,107.3680805
1744,2.8,0,62,0.7,158,0,345,10,6,14,No,68.92799825
1314,2.2,0,40,0.8,116,1,3033,9,8,17,Yes,484.8374551
1136,0.5,0,9,0.9,150,2,2110,9,5,16,Yes,724.4593798
1039,2.7,11,56,0.3,125,13,3105,14,8,5,Yes,631.3478198
1300,0.5,5,62,0.1,156,7,874,15,3,10,No,132.4704355
732,2.3,7,39,0.6,188,11,3681,19,3,15,Yes,744.1634343
511,0.7,1,52,0.7,180,10,3865,8,3,7,Yes,396.9123629
1092,0.5,10,11,0.5,167,14,737,14,4,11,No,131.3925276
921,2.2,12,10,0.1,170,18,3153,8,2,11,No,753.0817128
1030,0.5,4,37,0.7,147,8,2800,8,6,12,Yes,826.9888858
1130,1.8,0,27,0.9,101,8,315,14,5,11,No,183.2978845
1299,2.8,2,60,0.8,187,6,1412,13,1,20,Yes,223.2735789
1009,2.8,7,2,0.6,115,15,2286,19,8,13,No,306.5457605
1735,1.8,16,34,0.1,140,17,2392,17,15,19,Yes,152.5781585
1129,2.8,0,49,0.5,185,2,1857,8,4,5,Yes,225.2581581
708,1.9,0,26,0.3,116,1,1419,10,6,16,Yes,91.47616721
894,0.7,2,58,0.1,123,3,3305,12,7,2,No,618.4793999
530,2.4,1,32,0.3,88,20,959,17,7,6,No,129.8690743
1481,2,0,35,0.5,105,0,2635,17,16,4,Yes,571.2114634
1068,2.7,0,45,0.6,194,1,1754,17,7,9,Yes,240.104322
1487,0.5,6,57,0.7,84,12,2563,18,4,14,No,335.0698049
1524,2.5,11,41,1,96,20,1936,7,0,9,Yes,155.7028691
1093,1.9,2,22,0.3,196,14,1869,8,5,4,Yes,179.580181
1816,1.6,0,50,0.1,186,2,3637,11,7,16,Yes,563.4119107
627,1.8,2,20,0.8,142,8,896,17,6,14,No,103.3868797
989,0.7,13,51,0.4,132,15,2349,10,1,20,Yes,164.638961
1895,0.5,2,5,0.7,134,11,774,15,4,6,No,264.3519047
805,1.7,0,58,0.9,168,10,3397,7,6,2,No,482.884446
713,1.6,7,2,0.4,181,9,485,10,6,4,Yes,125.5448226
864,2.5,10,24,0.7,148,15,3964,13,8,12,No,611.3605717
1177,0.9,1,11,1,181,7,1887,8,5,11,Yes,204.7657728
582,0.5,8,32,0.7,107,11,2977,6,1,20,Yes,328.4836782
1898,1.8,3,56,0.2,185,4,2114,10,5,19,Yes,443.2559601
1158,0.7,1,29,0.7,123,20,1542,17,9,15,Yes,145.2540597
1451,0.5,5,57,0.6,181,12,3038,15,7,18,Yes,439.9677174
1820,1.4,5,51,0.9,163,10,2481,11,9,11,No,289.4616864
984,0.5,3,9,0.8,140,20,841,18,15,16,No,48.55479045
580,2.1,0,24,0.4,135,5,3565,12,11,8,Yes,114.0605521
1263,2,0,5,0.4,146,3,1958,9,6,4,Yes,647.4954316
1237,0.5,2,27,0.1,87,5,2454,14,0,8,Yes,532.992552
514,1.6,7,37,0.1,172,9,3392,12,8,5,Yes,629.9493639
1515,2.6,0,56,0.9,184,1,262,14,4,20,No,96.80158077
721,0.5,6,6,0.4,194,9,530,8,4,8,Yes,78.07619819
603,2.5,3,35,0.7,126,16,3703,13,1,9,Yes,555.6825955
1426,2.5,2,55,0.4,109,7,2562,5,1,3,No,385.9611446
1820,1.7,0,64,0.6,161,3,574,10,2,18,No,159.1348524
1215,1,4,16,0.1,130,8,2632,7,1,15,Yes,657.998036
697,2.7,5,20,0.4,173,6,259,12,6,4,Yes,25.67521492
717,0.5,4,10,0.6,198,5,688,10,7,15,No,131.885038
1348,2,5,36,0.3,145,6,2554,19,1,12,No,204.6766296
1164,2.6,0,61,0.3,88,6,3859,11,10,17,No,606.0028375
578,0.5,9,62,0.3,170,13,2977,15,12,5,Yes,566.8304181
1971,0.5,0,40,0.3,186,19,571,8,7,17,No,128.2970248
1794,0.5,5,55,0.5,86,7,402,14,7,14,Yes,107.0853383
1558,2.5,2,32,0.1,114,3,878,16,5,17,Yes,102.5819549
1597,0.9,4,4,0.5,85,19,2130,8,3,15,No,264.3382148
1240,1.6,0,39,0.1,146,9,3260,13,1,17,Yes,350.8048574
1994,0.8,2,7,0.6,88,4,454,11,8,6,No,121.8930882
1221,2.3,7,35,0.4,152,19,2638,19,16,14,Yes,429.08895
989,1.6,11,24,0.6,156,17,2819,16,13,5,Yes,375.490374
1180,1.2,5,50,1,144,20,1464,7,3,20,Yes,233.6791807
718,2.8,10,59,0.8,113,13,1824,11,9,3,No,102.9580013
1670,1.6,0,47,0.8,139,15,876,16,0,5,No,208.6435881
534,2.5,1,21,0.3,164,9,2706,7,5,18,No,677.162766
1566,0.5,0,20,0.5,126,0,659,14,9,13,Yes,230.5013165
1935,0.5,0,29,0.6,124,9,455,9,2,6,Yes,60.36843351
504,2.8,2,54,0.4,163,10,2378,17,11,2,No,198.5235652
913,1.7,1,41,0.3,103,14,2278,15,3,18,No,172.3449564
1317,1.8,2,43,0.5,113,3,3436,16,13,5,Yes,420.2926538
917,0.5,1,31,0.5,88,2,3424,19,2,13,No,887.2935848
712,2.5,1,49,0.6,99,3,401,5,0,10,Yes,142.0508834
1083,1,6,52,0.9,126,20,681,19,18,19,Yes,73.22630248
1039,0.6,5,6,0.1,136,8,3212,15,7,7,Yes,398.573564
1747,0.5,4,13,0.7,185,12,3105,7,1,10,No,503.7667979
1449,0.5,0,52,0.6,105,0,2036,5,1,10,No,33.98894086
1872,0.5,14,49,0.2,139,18,3153,16,15,5,No,725.4010013
1796,1.6,5,7,0.1,101,6,1642,9,4,3,Yes,211.2525096
1097,1.4,0,60,0.8,181,17,509,15,12,12,No,67.33449714
1562,0.5,1,20,0.8,172,10,3465,16,11,6,No,717.2383875
1433,2.3,8,27,0.9,153,12,3900,18,16,2,Yes,555.4092622
740,1.8,1,12,0.2,123,11,1105,7,6,19,Yes,137.1299846
676,2.2,1,39,0.2,84,5,2064,13,7,6,No,223.4882353
503,1.8,1,13,0.7,131,4,3117,19,6,9,Yes,749.3664014
1020,1.5,13,7,0.7,96,18,1142,13,9,8,Yes,196.4650591
896,1,3,4,0.3,111,4,1060,12,10,4,Yes,163.5503323
1824,0.8,4,19,0.9,143,5,2381,14,1,5,No,291.2598934
1512,0.6,1,54,0.4,134,2,3366,7,3,11,Yes,1113.427124
1053,2.9,7,42,0.9,126,17,1339,17,0,14,Yes,110.5808172
1944,1.8,0,31,0.8,87,10,2560,7,3,8,No,698.218142
1174,0.7,1,25,0.8,91,8,285,19,7,3,Yes,9.247610586
627,1.6,3,12,0.2,131,17,2476,17,1,10,No,222.8255595
1602,2.7,4,46,0.6,118,5,1862,16,9,2,Yes,139.7608938
1733,1.5,4,6,0.9,170,15,3488,6,4,10,Yes,482.1550365
586,1.4,10,8,0.5,142,14,3178,9,7,10,Yes,555.9931337
1528,2.4,2,37,0.2,156,3,733,15,0,14,No,96.60086529
875,0.7,2,23,0.1,110,7,756,14,5,6,No,100.3348547
1602,0.6,12,58,0.4,170,13,3622,17,2,17,Yes,530.7434432
1426,1.6,4,12,0.7,174,16,1277,14,9,5,No,160.1194633
1370,1.4,5,6,0.2,158,8,3703,13,10,11,No,613.3241092
609,0.5,4,10,0.1,81,6,1905,16,3,18,Yes,106.5802204
840,1.2,5,15,0.3,178,8,2636,12,2,6,No,650.7703217
991,2,2,12,0.3,158,6,2014,11,9,10,No,272.9039507
1724,1.8,0,9,0.8,100,1,3056,18,16,6,No,831.564805
584,1.8,0,19,0.3,168,0,465,12,8,4,No,172.8821271
860,1.3,1,49,0.7,141,13,3869,16,14,20,Yes,452.212899
1541,2.8,10,28,0.2,165,15,1108,12,1,7,Yes,275.4205206
615,0.5,7,58,0.5,130,8,1906,14,5,5,No,147.2004742
912,2.8,6,46,0.4,84,11,851,8,4,4,Yes,75.12990082
1278,1.2,10,60,0.6,172,14,3142,11,4,19,Yes,756.298708
1365,0.6,0,31,0.3,125,0,1300,14,7,13,Yes,131.4814183
1702,1,7,36,0.1,177,9,1430,8,6,10,No,443.9932768
589,0.5,1,59,0.7,146,4,362,16,10,6,Yes,93.38510146
1347,1.5,10,56,0.3,95,19,2456,13,0,13,Yes,898.380309
1644,2.8,0,44,1,137,0,2360,7,4,19,No,357.4755044
956,1.9,1,42,0.1,133,11,3700,10,0,7,No,1084.377434
1089,1.4,10,2,0.1,153,20,2620,7,5,13,No,558.8560294
871,0.6,2,52,0.1,178,3,437,14,7,17,No,110.9481362
664,1.5,5,6,0.9,164,19,3774,11,5,18,No,756.5439434
1874,0.6,1,19,0.8,192,9,1218,15,10,17,No,191.9401313
1928,2.6,5,5,0.8,162,16,696,14,12,15,Yes,100.3118143
888,2.6,2,33,0.4,198,17,3407,12,1,20,No,851.4905358
1077,1.7,1,58,0.8,86,13,3902,9,3,3,No,306.558701
1023,2.3,5,30,0.2,80,7,2086,10,0,19,Yes,81.91995127
1426,0.8,2,42,0.6,84,10,1356,15,9,16,Yes,228.1525595
831,1.7,7,26,0.7,177,11,1704,6,5,20,Yes,120.463042
1496,1.3,0,6,0.5,85,9,3571,16,1,11,Yes,408.1821399
1433,2.3,2,5,0.1,129,11,2132,18,15,19,Yes,130.6475076
1095,2.6,0,44,0.7,103,5,3209,13,11,8,Yes,261.8399783
643,0.7,3,23,0.8,156,9,2096,13,6,2,No,225.7329886
1142,1.1,0,6,0.5,198,0,1273,19,0,6,No,87.35933744
730,0.5,3,27,0.1,112,10,3623,9,4,15,No,163.322829
1901,0.5,5,41,0.6,131,17,368,5,1,12,No,41.26727088
1510,0.6,1,32,0.7,135,8,854,8,2,10,Yes,79.483552
1924,2.6,0,59,0.9,136,0,3646,10,9,16,Yes,660.9223869
1825,1.1,13,17,0.1,157,18,3130,12,4,2,Yes,703.7880654
1275,0.5,3,5,0.2,152,9,3784,13,4,4,No,571.8472978
987,2.3,9,17,0.8,124,17,3885,11,0,14,No,356.294414
1538,2.3,6,13,0.2,121,7,1494,18,10,12,Yes,266.1142205
1965,0.5,4,29,0.5,149,13,2973,11,1,20,Yes,394.7533882
808,1.9,7,20,0.8,185,14,1471,13,4,11,No,53.66173179
712,0.5,6,27,0.5,86,11,2001,11,10,12,Yes,228.5163728
1507,0.9,0,42,0.4,123,0,1486,15,3,19,No,186.4214444
912,0.7,3,47,0.9,182,6,1321,7,2,6,Yes,164.8605222
769,1.2,2,17,0.1,95,4,1877,18,2,11,Yes,201.3102914
948,2.3,14,22,0.1,173,20,3499,11,7,19,Yes,1077.031418
507,1.9,0,39,0.7,142,0,2124,6,0,12,No,227.2365851
1384,2.8,15,60,0.1,82,18,1221,18,12,15,Yes,350.9037873
1766,1.3,1,29,0.5,194,20,2316,19,2,6,Yes,700.7584795
1407,1.8,5,16,0.2,170,6,1068,6,0,8,No,138.7575772
614,2.9,3,24,0.2,94,7,1930,13,12,4,Yes,238.0998638
1972,2.9,9,14,0.4,196,18,1316,8,1,8,No,169.7020427
1039,0.5,8,47,0.2,130,9,1742,18,12,15,No,260.4448748
511,3,5,34,0.9,125,13,3265,14,7,14,No,381.8648557
1811,2.5,4,5,0.6,98,16,2700,13,7,8,Yes,508.3992819
1159,1.5,3,36,0.4,104,8,2115,8,7,18,No,583.7568106
1848,1.3,7,12,0.1,178,19,3915,9,7,8,Yes,725.0597973
1988,0.5,0,16,0.1,94,1,3144,16,2,14,No,554.7469209
1469,0.5,3,58,0.5,150,8,1571,17,16,2,No,349.9513439
1423,0.6,12,44,0.8,131,13,2253,10,8,9,No,98.96746866
1974,0.5,9,10,0.8,145,12,1433,6,1,17,No,184.0356545
835,0.8,2,42,0.8,128,18,2583,15,2,13,Yes,370.8599157
1429,0.6,8,42,0.9,151,9,1817,6,1,16,No,88.90419844
947,0.5,1,51,0.1,144,15,2915,17,1,6,Yes,520.1737256
1446,2.8,0,18,0.3,178,1,3340,8,0,16,Yes,1070.60589
1332,1.3,5,7,0.8,168,19,2790,19,11,10,No,236.3862795
1498,1.2,0,14,0.1,191,1,577,14,12,12,No,82.02287002
1576,0.9,0,14,0.4,173,4,3220,17,2,6,No,633.1601837
1398,1.6,8,26,0.8,150,12,3488,14,3,11,No,814.5180201
1885,2.4,12,14,0.6,92,15,1277,9,6,16,Yes,144.2168243
798,0.5,7,2,0.8,148,15,3593,14,9,3,No,277.0414706
1436,2.5,0,42,0.9,124,1,2736,12,5,19,No,680.8817078
1998,1.2,8,31,0.6,196,19,2311,17,9,18,No,482.6567401
1321,1.3,0,63,0.4,109,9,1464,7,6,16,Yes,109.4786324
1021,1.3,7,9,0.7,192,12,1355,6,1,14,No,223.3152038
1339,2.3,0,40,0.1,123,1,2382,6,4,7,Yes,506.606754
1210,1.6,9,57,0.5,111,20,1886,16,0,17,Yes,225.3352445
1949,0.5,2,31,0.1,145,9,832,7,3,19,No,245.5509638
882,0.7,9,28,0.2,151,16,751,19,11,8,Yes,57.30291347
1549,1.5,0,27,0.4,113,7,436,10,8,11,No,113.1756827
1991,2.2,1,42,0.7,82,13,722,6,5,10,No,62.65527467
796,0.5,2,12,0.5,114,8,1075,7,3,2,No,67.05496093
1012,0.5,4,39,0.1,161,6,2802,8,0,10,No,423.7701314
1318,1.9,0,11,0.8,188,15,1780,12,10,2,No,223.4349964
1708,0.8,8,14,0.9,197,16,1247,19,16,16,No,190.2227653
598,0.8,8,62,0.1,117,9,3066,11,2,19,No,462.0978326
541,2.3,4,51,0.4,200,17,403,11,2,12,No,71.42703298
818,0.5,2,23,0.2,192,17,2518,19,12,3,No,496.7222596
1414,0.5,0,15,0.8,168,0,1069,18,6,14,No,52.48920551
601,1.7,3,6,0.8,169,11,2651,14,8,9,Yes,451.9286702
561,2.8,2,40,0.1,99,6,2974,15,12,19,Yes,500.669692
1616,2.3,3,52,0.1,100,8,657,7,3,2,No,136.8378766
1263,1.4,1,32,0.4,103,2,3372,18,13,10,No,221.7259404
1604,1.9,0,63,0.6,93,2,1464,15,9,20,No,189.8066787
539,2,1,24,0.5,86,2,1326,7,4,3,No,57.93576288
1071,2.6,0,49,0.3,199,5,3393,6,5,7,No,686.4986284
826,0.5,0,57,0.5,135,0,323,17,3,7,Yes,106.2092195
771,2.9,2,62,0.7,106,8,1628,9,3,6,No,307.5397481
1811,2.9,0,33,0.2,132,2,2610,8,3,13,No,686.172041
1842,2.2,7,56,0.4,179,10,3721,16,11,4,Yes,1058.18524
1420,2.8,1,50,0.1,100,8,763,17,1,17,Yes,34.58315773
1763,0.5,12,10,0.2,184,19,792,17,12,13,Yes,120.359647
1163,1.9,6,2,0.9,133,20,1568,14,0,19,No,121.9982547
1805,0.5,0,29,0.2,182,2,1276,19,4,17,No,107.6302939
610,1.6,9,52,0.4,90,19,3472,10,4,12,Yes,832.2282061
1533,1.1,18,17,0.3,160,20,2520,8,2,11,Yes,551.7941079
1924,0.5,3,63,0.3,111,10,3423,13,3,19,No,780.0689639
1801,0.5,6,52,0.9,120,10,258,14,8,9,No,57.97705499
1726,1.9,1,42,0.6,106,3,1868,16,7,6,No,438.3178302
794,2.5,15,14,0.6,197,19,2171,19,8,18,Yes,197.7540565
1686,0.5,4,28,0.8,182,8,780,11,10,5,No,73.56563173
1444,2.1,0,6,0.9,103,1,712,17,5,10,No,102.6832503
1004,1.6,0,30,1,160,1,1012,7,4,13,Yes,133.5173223
1242,2.4,8,28,0.2,166,9,318,11,10,19,No,82.94755289
539,1.5,6,26,0.2,137,8,3948,18,11,15,Yes,779.8881505
717,1.1,2,14,0.1,99,6,629,16,15,20,No,161.9176395
1540,0.7,0,29,0.1,157,1,1161,11,8,5,No,148.1297812
672,0.5,7,35,0.1,99,17,1403,16,7,6,No,68.18307144
1325,0.5,0,13,1,133,8,3707,19,3,18,No,445.4243988
950,0.5,6,55,0.1,124,7,1305,6,5,4,Yes,106.3391
948,1.5,6,18,0.3,119,7,2926,17,13,9,Yes,705.250204
1328,0.5,5,27,0.3,144,18,2674,7,2,5,Yes,570.0889767
1447,0.5,3,40,0.7,184,5,471,8,4,20,Yes,127.5754369
1973,0.5,3,21,0.8,95,7,1724,12,10,8,Yes,96.44500544
1731,2.3,18,60,0.5,171,20,1220,9,3,20,No,259.3918532
1617,1.5,1,63,0.7,111,10,2754,19,10,8,Yes,364.1601952
1791,0.5,1,33,0.5,110,4,594,17,8,16,Yes,102.0444764
851,2.3,7,54,1,101,9,1005,12,2,14,Yes,78.51708207
856,1.9,0,14,0.6,115,7,2439,6,3,12,Yes,295.7277219
714,0.5,1,30,0.3,145,2,2302,12,10,10,Yes,237.2863082
951,0.5,6,15,0.6,81,17,1083,16,11,16,No,177.5476184
1303,2.1,6,10,0.4,109,15,2219,9,3,15,Yes,486.4218509
1550,2.7,2,32,0.1,126,5,1571,12,3,14,No,392.7036482
1759,1.4,10,15,0.4,101,13,2107,18,5,16,No,246.4307743
1448,0.5,18,2,0.2,100,19,593,9,4,18,Yes,39.99089933
1987,1.9,0,50,0.7,119,18,857,12,4,6,No,299.0985216
908,2.1,1,44,0.6,95,2,3518,16,12,7,Yes,669.5472151
820,0.5,2,58,0.3,160,4,1284,17,7,17,Yes,53.4393883
904,2.7,4,19,0.6,147,7,545,19,18,16,No,69.98264089
667,1.3,4,6,0.1,149,10,3566,9,5,12,Yes,339.0977532
1109,2.1,1,34,0.1,173,4,2821,13,5,17,Yes,424.4856097
1333,1.4,3,59,0.7,183,5,3442,18,16,5,No,572.4687546
1352,2.4,5,6,0.9,92,9,1309,12,1,14,No,117.3301993
1600,2.5,1,19,0.6,88,9,1179,10,3,18,Yes,167.0435861
1454,1.4,8,37,0.8,80,20,1713,16,0,19,No,147.6532557
1489,2.1,0,9,0.4,169,1,1663,9,3,14,Yes,311.8015117
1823,2.8,11,10,0.6,81,19,1812,5,0,19,Yes,439.2478284
1581,1,9,41,0.4,172,19,1384,19,9,2,Yes,208.1434411
1672,1.7,1,44,0.5,172,4,1348,11,6,7,Yes,206.6755694
1283,0.7,0,27,0.2,80,6,3957,17,15,6,No,728.1538514
630,2,9,14,0.5,180,13,1212,12,8,12,No,109.9260203
659,2.2,0,24,0.7,151,2,3925,8,1,10,Yes,661.9790056
1811,0.5,0,32,1,115,0,348,17,11,18,Yes,56.16581109
688,2.5,9,40,0.2,109,20,1382,12,7,8,No,244.0138335
514,2.9,5,18,0.7,141,8,980,13,7,16,Yes,65.40102854
1933,2.8,1,16,0.5,154,9,838,14,2,18,No,128.4971032
915,2,8,31,0.3,91,20,378,11,6,9,No,71.34628402
1006,2.2,4,22,0.8,135,8,909,18,4,7,Yes,110.0026497
1134,0.9,2,13,0.4,92,19,3632,17,8,19,No,655.2313047
599,2.9,0,64,0.3,186,1,3396,5,3,7,No,267.2267847
973,0.5,5,53,0.5,196,7,1861,13,10,16,No,284.3832231
1180,2.5,0,27,0.1,90,1,348,7,5,19,Yes,102.957382
1237,2.5,7,13,0.8,98,12,2528,11,8,16,No,347.5372736
659,0.5,7,5,0.3,169,10,2190,16,10,16,No,218.6995087
1142,1.4,6,6,0.7,190,8,663,12,4,5,Yes,90.42419094
1002,2.7,16,11,0.4,185,18,961,10,7,19,Yes,86.85519036
1392,2.5,0,44,0.7,113,2,1280,8,1,16,Yes,249.0467106
602,0.9,9,50,0.9,141,18,2189,7,5,16,No,423.8620246
1249,0.5,3,55,0.8,140,8,531,18,10,13,Yes,65.96026488
531,0.5,0,12,0.5,121,3,2331,18,12,20,Yes,263.5808754
1450,2.1,1,31,0.6,114,4,794,11,5,9,Yes,228.685818
1342,2.8,1,50,0.1,173,8,2644,7,2,11,Yes,203.785436
832,0.5,5,22,0.6,198,8,1666,15,4,20,Yes,208.8489774
867,1.5,0,57,0.1,159,0,2157,8,6,18,No,193.8105902
1404,2.1,16,44,0.9,151,20,1196,10,6,5,Yes,248.1324483
840,0.9,6,33,0.7,150,7,2072,10,8,19,No,475.6668262
1368,0.5,10,42,0.2,91,20,1590,12,0,14,No,255.741495
1927,0.9,3,11,0.4,190,12,2916,16,11,18,Yes,183.4603741
1714,0.5,7,31,0.4,120,10,3707,5,1,19,Yes,544.4983622
1201,0.5,1,10,0.4,198,5,726,11,4,3,No,88.69334063
1796,2.3,4,44,0.9,184,11,3577,17,7,4,No,849.6006769
1147,0.8,11,28,0.7,158,13,2627,18,3,15,Yes,221.7246443
776,1.7,0,20,1,146,9,685,15,11,7,Yes,121.5345192
510,2.6,0,33,0.1,110,10,1693,6,2,5,No,107.2058759
1045,1.2,3,40,0.1,175,7,2137,11,8,12,Yes,257.8043264
1497,0.9,4,10,0.1,153,20,3696,9,0,3,Yes,620.4565504
1425,0.6,0,33,0.5,89,2,3771,10,3,9,Yes,615.9466955
726,2.2,0,40,0.8,94,20,1342,16,11,4,Yes,114.6288839
1576,2,0,20,0.6,148,0,1379,17,1,16,Yes,199.5039792
714,2.1,5,11,0.1,197,6,1164,15,12,19,No,267.0892028
1595,1.9,1,63,0.9,88,20,908,18,13,6,Yes,161.1650974
541,1,0,10,0.4,127,0,1019,19,9,15,No,145.2539839
1617,2.6,14,29,0.9,113,20,3685,13,1,18,No,486.2638849
1154,1.1,2,5,0.2,98,13,1470,12,0,12,No,97.2320023
1638,1,6,2,0.2,189,11,2299,19,9,9,Yes,634.5206804
1150,2.7,0,39,0.4,151,1,999,6,2,11,No,97.2528875
1254,2.3,0,44,0.2,149,10,3011,7,4,12,No,505.3535255
1806,2,2,54,0.1,117,11,3142,13,0,6,Yes,523.3345258
603,1.5,8,12,0.7,114,20,1543,7,5,19,No,116.7209456
1834,2.1,7,40,0.1,99,11,3692,13,0,16,No,1012.240155
520,2.3,0,31,0.8,145,14,2753,13,7,17,Yes,38.61111171
565,0.6,1,50,0.1,158,8,2156,13,6,6,Yes,343.8151561
1689,0.5,11,9,0.5,150,15,2637,8,4,3,No,563.6735257
742,2.3,0,21,0.7,104,1,331,11,8,7,No,80.6696748
1143,1.2,1,22,1,125,6,1214,12,5,16,No,263.0083207
761,0.5,9,3,0.8,196,15,2248,19,3,15,Yes,286.3557314
959,1.3,0,36,0.4,196,14,3073,19,1,8,Yes,697.4517729
772,1.2,7,8,0.6,134,8,422,7,6,15,No,104.3218135
1015,0.8,5,12,0.5,102,14,2293,5,1,2,No,178.264984
1824,1.9,9,2,0.7,103,14,3958,12,2,19,No,829.6063811
1130,0.5,1,29,0.7,130,14,432,6,1,10,Yes,82.49860087
1183,0.5,3,48,0.1,120,12,1152,8,3,3,No,94.82019757
574,2,0,26,0.5,118,2,1303,8,4,2,Yes,124.4141507
1472,3,4,20,0.3,169,6,797,6,1,11,No,144.9477385
1868,0.5,2,40,0.9,179,17,298,8,2,17,No,80.33593119
1375,2.9,2,20,0.4,147,7,3847,8,0,12,Yes,618.7178407
881,1,1,64,0.5,160,6,2110,18,9,6,Yes,310.8754002
1742,0.5,5,43,0.9,176,7,1921,9,2,3,No,293.1573023
1225,0.7,6,60,0.1,107,15,2423,17,11,6,No,543.1546906
1970,0.5,0,15,1,132,0,1658,15,9,20,Yes,247.953226
1186,0.5,2,21,0.4,160,4,2361,17,8,7,No,220.1962063
1762,0.7,7,60,0.1,157,10,1380,14,5,14,No,192.6766848
1731,1.4,4,4,0.5,163,18,3892,5,1,4,Yes,1167.872907
852,1.8,5,8,0.8,160,9,315,7,6,20,No,138.9461144
848,1.5,4,36,0.3,151,16,2289,10,2,19,Yes,145.4292708
1575,2.5,0,11,0.2,185,20,2182,7,3,17,No,456.4435171
1554,2.8,7,23,0.1,105,18,2184,13,9,20,Yes,575.3373877
1972,1.6,0,48,0.5,92,2,2872,7,2,11,Yes,510.1974109
827,0.6,9,35,0.2,87,17,2367,5,3,15,Yes,245.0231622
1063,1.5,7,3,0.9,155,10,1919,12,10,20,No,246.9387329
1695,2.3,1,34,0.4,84,10,3296,17,6,14,No,762.1596214
1343,2.4,5,14,0.9,81,10,462,18,7,11,Yes,109.3100577
834,0.5,2,27,0.2,123,16,1591,11,9,20,No,198.3765714
595,2.6,0,20,0.4,122,18,1593,19,11,2,Yes,99.5901767
1081,1.9,13,42,0.1,101,17,2456,7,4,7,No,122.1898434
911,1.4,3,14,0.7,199,4,2933,16,3,11,No,819.8796165
844,2.2,1,22,0.9,197,2,3154,14,11,7,No,628.2693765
1335,3,3,60,0.8,180,4,3615,5,2,9,No,793.6036276
1883,1.6,9,24,0.1,87,16,3563,17,10,3,No,533.5824026
1128,0.5,6,33,0.6,147,7,1440,17,15,19,No,288.4532491
826,2.4,14,57,0.6,117,17,1907,15,14,5,No,324.5083757
1650,2.3,0,38,0.7,89,1,324,14,10,2,Yes,112.5740889
1162,1,0,50,0.5,104,10,1404,10,3,15,Yes,361.6623289
1517,2.5,2,8,0.8,169,18,2738,18,16,12,No,558.1326638
963,0.5,1,60,0.8,156,3,2722,12,6,16,No,380.2935233
1837,1,5,12,0.9,103,6,2294,8,7,20,Yes,558.2604791
1028,2.8,1,30,0.1,193,10,1424,18,4,13,Yes,166.4906906
1831,2.2,4,55,1,189,9,1133,14,3,10,No,222.440216
571,2,5,58,0.6,101,11,555,19,10,11,Yes,76.587649
1770,2.3,0,9,0.6,183,5,3785,13,10,14,Yes,680.6115001
970,1.3,5,59,0.2,84,19,3675,12,0,12,No,855.9293203
642,0.5,0,38,0.8,86,10,435,9,2,2,No,109.766178
622,1.9,12,11,0.8,193,14,3183,5,0,4,Yes,573.2754866
600,1.8,9,6,0.8,199,15,3495,17,4,7,No,517.6035945
