Car_Ad,Car_Brand,year,km_driven,fuel,seller_type,transmission,owner,engine,horsepower,seats,selling_price
Renault KWID RXL,Renault,2016,40000,Petrol,Individual,Manual,First Owner,799,53.3,five,229999
Maruti Alto K10 2010-2014 VXI,Maruti,2011,40000,Petrol,Individual,Manual,Second Owner,998,67.1,five,229999
Ford Figo Diesel ZXI,Ford,2011,40000,Diesel,Individual,Manual,Second Owner,1399,68,five,229999
Maruti Alto LX,Maruti,2012,40000,Petrol,Individual,Manual,First Owner,796,46.3,five,225000
Maruti Zen Estilo LXI BS IV,Maruti,2010,40000,Petrol,Individual,Manual,First Owner,998,67.1,five,220000
Hyundai Santro Xing GLS,Hyundai,2014,40000,Petrol,Individual,Manual,First Owner,1086,62.1,five,220000
Maruti Wagon R VXI BS IV,Maruti,2011,40000,Petrol,Individual,Manual,First Owner,998,67.1,five,220000
Maruti Alto 800 LXI,Maruti,2015,40000,Petrol,Individual,Manual,Second Owner,796,47.3,five,220000
Maruti Alto 800 Base,Maruti,2016,40000,Petrol,Individual,Manual,First Owner,796,47.3,five,220000
Maruti Ritz LXI,Maruti,2011,40000,Petrol,Individual,Manual,First Owner,1197,85.8,five,215000
Hyundai i10 Magna,Hyundai,2011,40000,Petrol,Individual,Manual,Second Owner,1197,78.9,five,215000
Hyundai EON D Lite Plus,Hyundai,2014,40000,Petrol,Individual,Manual,First Owner,814,55.2,five,215000
Hyundai EON D Lite Plus,Hyundai,2015,40000,Petrol,Individual,Manual,First Owner,814,55.2,five,210000
Hyundai EON Magna Plus,Hyundai,2013,40000,Petrol,Individual,Manual,First Owner,814,55.2,five,200000
Maruti Wagon R LXI DUO BSIII,Maruti,2010,40000,LPG,Individual,Manual,Fourth & Above Owner,1061,57.5,five,200000
Chevrolet Beat Diesel LT,Chevrolet,2015,40000,Diesel,Individual,Manual,First Owner,936,56.3,five,200000
Hyundai i10 Magna,Hyundai,2008,40000,Petrol,Individual,Manual,First Owner,1197,78.9,five,200000
Chevrolet Beat Diesel LT,Chevrolet,2015,40000,Diesel,Individual,Manual,First Owner,936,56.3,five,200000
Maruti Alto 800 LXI,Maruti,2014,40000,Petrol,Individual,Manual,Third Owner,796,47.3,five,200000
Maruti Alto LXi,Maruti,2009,40000,Petrol,Individual,Manual,First Owner,796,46.3,five,195000
Hyundai Santro Xing GL,Hyundai,2008,40000,Petrol,Individual,Manual,First Owner,1086,62,five,175000
Hyundai EON D Lite,Hyundai,2012,40000,Petrol,Individual,Manual,First Owner,814,55.2,five,170000
Hyundai EON D Lite,Hyundai,2012,40000,Petrol,Individual,Manual,First Owner,814,55.2,five,170000
Maruti Alto LXi,Maruti,2011,40000,Petrol,Individual,Manual,First Owner,796,46.3,five,155000
Ford Ikon 1.6 EXi NXt,Ford,2003,40000,Petrol,Individual,Manual,Third Owner,1597,92,five,150000
Maruti Alto LXi,Maruti,2009,40000,Petrol,Individual,Manual,First Owner,796,46.3,five,150000
Hyundai EON Sportz,Hyundai,2012,40000,Petrol,Individual,Manual,First Owner,814,55.2,five,150000
Hyundai Santro Xing GL,Hyundai,2011,40000,Petrol,Individual,Manual,Fourth & Above Owner,1086,62,five,150000
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,2008,40000,Petrol,Individual,Manual,Second Owner,1061,64,five,150000
Chevrolet Spark 1.0 LS,Chevrolet,2011,40000,Petrol,Individual,Manual,Second Owner,995,62,five,150000
Maruti Alto LXi,Maruti,2011,40000,Petrol,Individual,Manual,Third Owner,796,46.3,five,148000
Tata Indigo CS LX DiCOR,Tata,2010,40000,Diesel,Individual,Manual,First Owner,1405,70,five,140000
Maruti Wagon R LXI,Maruti,2003,40000,Petrol,Individual,Manual,First Owner,998,67.1,five,135000
Tata Indigo Grand Petrol,Tata,2008,40000,Petrol,Individual,Manual,Fourth & Above Owner,1396,99.6,five,135000
Chevrolet Spark 1.0 LT,Chevrolet,2012,40000,Petrol,Individual,Manual,Second Owner,995,62.1,five,125000
Fiat Linea Emotion,Fiat,2010,40000,Petrol,Individual,Manual,Second Owner,1368,90,five,125000
Chevrolet Beat LS,Chevrolet,2012,40000,Petrol,Individual,Manual,Second Owner,1199,79.4,five,124000
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,2008,40000,Petrol,Individual,Manual,First Owner,1061,64,five,120000
Chevrolet Beat LS,Chevrolet,2010,40000,Petrol,Individual,Manual,Second Owner,1199,79.4,five,120000
Tata Indica V2 DLS TC,Tata,2008,40000,Diesel,Individual,Manual,First Owner,1405,62,five,100000
Maruti Alto LX,Maruti,2006,40000,Petrol,Individual,Manual,First Owner,796,46.3,five,100000
Tata Indica V2 DLS TC,Tata,2004,40000,Diesel,Individual,Manual,Second Owner,1405,62,five,100000
Maruti Alto LX,Maruti,2004,40000,Petrol,Individual,Manual,First Owner,796,46.3,five,100000
Maruti Alto LXI,Maruti,2005,40000,Petrol,Individual,Manual,Second Owner,796,46.3,five,90000
Maruti Alto LXI,Maruti,2005,40000,Petrol,Individual,Manual,Second Owner,796,46.3,five,80000
Hyundai Accent GLS 1.6 ABS,Hyundai,2003,40000,Petrol,Individual,Manual,Second Owner,1599,94,five,80000
Chevrolet Spark 1.0 LT,Chevrolet,2007,40000,Petrol,Individual,Manual,Second Owner,995,62,five,72000
Maruti Zen LX BSII,Maruti,1998,40000,Petrol,Individual,Manual,Second Owner,993,60,five,70000
Toyota Innova Crysta 2.7 GX AT 8 STR,Toyota,2020,40000,Petrol,Individual,Automatic,First Owner,2694,163.7,eight,1500000
Toyota Innova Crysta 2.7 GX AT 8 STR,Toyota,2020,40000,Petrol,Individual,Automatic,First Owner,2694,163.7,eight,1500000
Mahindra Marazzo M6 8Str,Mahindra,2019,40000,Diesel,Individual,Manual,First Owner,1497,121,eight,1300000
Maruti Omni E MPI STD BS IV,Maruti,2017,40000,Petrol,Individual,Manual,Second Owner,796,34.2,eight,265000
Maruti Omni E MPI STD BS IV,Maruti,2017,40000,Petrol,Individual,Manual,First Owner,796,34.2,eight,220000
Maruti Wagon R VXI Opt 1.2,Maruti,2017,39500,Petrol,Individual,Manual,First Owner,1197,81.8,five,445000
Hyundai Grand i10 Magna,Hyundai,2015,39414,Petrol,Dealer,Manual,First Owner,1197,81.86,five,400000
Fiat Grande Punto EVO 1.3 Active,Fiat,2014,39395,Diesel,Individual,Manual,First Owner,1248,75,five,320000
Mahindra XUV500 W10 2WD,Mahindra,2015,39000,Diesel,Dealer,Manual,First Owner,2179,140,seven,1225000
Mahindra XUV500 W10 2WD,Mahindra,2015,39000,Diesel,Dealer,Manual,First Owner,2179,140,seven,1225000
Honda WR-V i-DTEC VX,Honda,2017,39000,Diesel,Dealer,Manual,First Owner,1498,98.6,five,885000
Hyundai Creta 1.4 CRDi S,Hyundai,2016,39000,Diesel,Dealer,Manual,First Owner,1396,88.7,five,825000
Hyundai Creta 1.4 CRDi S,Hyundai,2016,39000,Diesel,Dealer,Manual,First Owner,1396,88.7,five,825000
Hyundai Creta 1.6 CRDi Anniversary Edition,Hyundai,2016,39000,Diesel,Dealer,Manual,First Owner,1582,126.2,five,819999
Hyundai Creta 1.6 CRDi Anniversary Edition,Hyundai,2016,39000,Diesel,Dealer,Manual,First Owner,1582,126.2,five,819999
Hyundai i20 2015-2017 Asta 1.4 CRDi,Hyundai,2017,39000,Diesel,Individual,Manual,First Owner,1396,88.73,five,800000
Maruti Swift VDI,Maruti,2018,39000,Diesel,Dealer,Manual,First Owner,1248,74,five,755000
Hyundai Verna 1.6 VTVT S,Hyundai,2017,39000,Petrol,Individual,Manual,First Owner,1591,121.3,five,750000
Honda City i VTEC VX Option,Honda,2015,39000,Petrol,Dealer,Manual,First Owner,1497,117.3,five,649000
Toyota Corolla Altis 1.8 G CVT,Toyota,2013,39000,Petrol,Dealer,Automatic,First Owner,1798,138.03,five,625000
Toyota Corolla Altis 1.8 G CVT,Toyota,2013,39000,Petrol,Dealer,Automatic,First Owner,1798,138.03,five,625000
Ford Ecosport 1.5 Petrol Titanium,Ford,2016,39000,Petrol,Dealer,Manual,First Owner,1496,120.69,five,599000
Maruti Wagon R Stingray VXI,Maruti,2016,39000,Petrol,Individual,Manual,Third Owner,998,67.04,five,380000
Hyundai i10 Magna,Hyundai,2013,39000,Petrol,Dealer,Manual,First Owner,1197,78.9,five,229999
Maruti Zen Estilo Sports,Maruti,2010,39000,Petrol,Individual,Manual,First Owner,1061,64.9,five,150000
Maruti Alto LX,Maruti,2005,39000,Petrol,Individual,Manual,First Owner,796,46.3,five,55000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Maruti Baleno Alpha 1.3,Maruti,2018,38817,Diesel,Dealer,Manual,First Owner,1248,74,five,740000
Hyundai Creta 1.6 CRDi SX,Hyundai,2016,38600,Diesel,Dealer,Manual,First Owner,1582,126.2,five,950000
Hyundai i20 Active 1.2 SX,Hyundai,2018,38426,Petrol,Individual,Manual,First Owner,1197,81.86,five,620000
Mahindra TUV 300 T4 Plus,Mahindra,2017,38000,Diesel,Individual,Manual,First Owner,1493,100,seven,700000
Tata Safari DICOR 2.2 LX 4x2,Tata,2014,38000,Diesel,Individual,Manual,First Owner,2179,138.03,seven,459999
Maruti Swift AMT ZDI,Maruti,2019,38000,Diesel,Individual,Automatic,First Owner,1248,74,five,740000
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,2013,38000,Diesel,Individual,Manual,First Owner,1199,73.9,five,550000
Hyundai i20 Asta Option 1.2,Hyundai,2016,38000,Petrol,Individual,Manual,First Owner,1197,81.83,five,540000
Hyundai i20 Asta Option 1.2,Hyundai,2016,38000,Petrol,Individual,Manual,First Owner,1197,81.83,five,540000
Tata Tiago 1.2 Revotron XT,Tata,2017,38000,Petrol,Individual,Manual,Second Owner,1199,84,five,430000
Maruti Eeco 5 Seater AC BSIV,Maruti,2016,38000,Petrol,Individual,Manual,First Owner,1196,73,five,392000
Maruti Alto K10 VXI AGS,Maruti,2015,38000,Petrol,Individual,Automatic,Second Owner,998,67.05,five,350000
Renault KWID 1.0 RXT 02 Anniversary Edition,Renault,2017,38000,Petrol,Individual,Manual,First Owner,999,67,five,325000
Maruti Alto 800 LXI Optional,Maruti,2016,38000,Petrol,Individual,Manual,First Owner,796,47.3,five,300000
Maruti Alto 800 LXI BSIV,Maruti,2016,38000,Petrol,Dealer,Manual,First Owner,796,47.3,five,275000
Maruti Alto 800 LXI BSIV,Maruti,2016,38000,Petrol,Dealer,Manual,First Owner,796,47.3,five,275000
Chevrolet Sail LT ABS,Chevrolet,2014,38000,Diesel,Individual,Manual,First Owner,1248,74,five,260000
Hyundai EON Era Plus,Hyundai,2012,38000,Petrol,Individual,Manual,First Owner,814,55.2,five,244000
Maruti Alto 800 LXI,Maruti,2012,38000,Petrol,Dealer,Manual,Second Owner,796,47.3,five,200000
Tata Indica GLS BS IV,Tata,2007,38000,Petrol,Individual,Manual,Second Owner,1193,65.3,five,78000
Tata Indica Vista Aura 1.3 Quadrajet (ABS) BS IV,Tata,2010,37944,Diesel,Individual,Manual,First Owner,1248,75,five,250000
Hyundai Verna VTVT 1.6 SX,Hyundai,2017,37800,Petrol,Individual,Manual,First Owner,1591,121.3,five,866000
Maruti Ertiga ZDI,Maruti,2013,37659,Diesel,Individual,Manual,First Owner,1248,88.8,seven,700000
Maruti Ertiga ZDI,Maruti,2013,37500,Diesel,Individual,Manual,Second Owner,1248,88.8,seven,680000
Hyundai i20 1.2 Asta,Hyundai,2017,37333,Petrol,Individual,Manual,First Owner,1197,81.83,five,730000
Ford Ecosport 1.5 DV5 MT Trend,Ford,2018,37161,Diesel,Dealer,Manual,First Owner,1498,89.84,five,800000
Honda Jazz V Diesel,Honda,2017,37151,Diesel,Dealer,Manual,First Owner,1498,98.6,five,525000
Mahindra Bolero 2011-2019 EX NON AC,Mahindra,2014,37000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,480000
Chevrolet Enjoy 1.4 LTZ 7,Chevrolet,2013,37000,Petrol,Dealer,Manual,First Owner,1399,98.79,seven,350000
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,Hyundai,2017,37000,Diesel,Individual,Manual,First Owner,1582,126.2,five,1100000
Maruti Ciaz 1.3 Alpha,Maruti,2017,37000,Diesel,Individual,Manual,First Owner,1248,88.5,five,800000
Ford EcoSport 1.5 Diesel Trend Plus BSIV,Ford,2017,37000,Diesel,Individual,Manual,First Owner,1498,98.96,five,750000
Maruti Ignis 1.3 AMT Zeta,Maruti,2017,37000,Diesel,Individual,Automatic,First Owner,1248,74,five,625000
Maruti Ignis 1.3 AMT Zeta,Maruti,2017,37000,Diesel,Individual,Automatic,First Owner,1248,74,five,625000
Maruti Baleno Delta,Maruti,2017,37000,Petrol,Dealer,Manual,First Owner,1197,81.8,five,620000
Nissan Sunny XL,Nissan,2014,37000,Petrol,Individual,Manual,First Owner,1498,97.7,five,550000
Maruti Swift Dzire VXI Optional,Maruti,2016,37000,Petrol,Individual,Manual,First Owner,1197,83.14,five,550000
Hyundai i10 Sportz 1.2,Hyundai,2013,37000,Petrol,Dealer,Manual,First Owner,1197,78.9,five,291000
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2019,36800,Diesel,Dealer,Manual,First Owner,1498,88,five,695000
Volkswagen Polo 1.5 TDI Comfortline,Volkswagen,2019,36800,Diesel,Dealer,Manual,First Owner,1498,88,five,695000
Maruti Alto 800 LXI,Maruti,2015,36710,Petrol,Individual,Manual,Second Owner,796,47.3,five,245000
Maruti Alto LXi,Maruti,2010,36659,Petrol,Individual,Manual,First Owner,796,46.3,five,160000
Maruti Swift VXI Optional,Maruti,2015,36600,Petrol,Individual,Manual,First Owner,1197,81.8,five,515000
Maruti Vitara Brezza LDi Option,Maruti,2018,36521,Diesel,Dealer,Manual,First Owner,1248,88.5,five,725000
Maruti Vitara Brezza ZDi,Maruti,2018,36500,Diesel,Dealer,Manual,First Owner,1248,88.5,five,910000
Nissan Micra XL Optional,Nissan,2015,36422,Petrol,Dealer,Manual,First Owner,1198,75,five,346000
Maruti 800 EX BSII,Maruti,2003,36088,Petrol,Individual,Manual,First Owner,796,37,four,55599
Maruti 800 EX BSII,Maruti,2003,36088,Petrol,Individual,Manual,First Owner,796,37,four,55599
Maruti Ciaz Alpha Diesel,Maruti,2018,36000,Diesel,Dealer,Manual,First Owner,1248,88.5,five,975000
Nissan Terrano XL 110 PS,Nissan,2016,36000,Diesel,Individual,Manual,First Owner,1461,108.5,five,800000
Maruti Baleno Delta 1.3,Maruti,2017,36000,Diesel,Individual,Manual,First Owner,1248,74,five,670000
Maruti Swift Dzire ZXI,Maruti,2016,36000,Petrol,Individual,Manual,First Owner,1197,83.14,five,620000
Hyundai i20 Active 1.2 SX,Hyundai,2015,36000,Petrol,Individual,Manual,First Owner,1197,81.86,five,500000
Maruti Swift LXI Optional-O,Maruti,2015,36000,Petrol,Individual,Manual,First Owner,1197,83.11,five,420000
Maruti Celerio LXI,Maruti,2017,36000,Petrol,Individual,Manual,First Owner,998,67.04,five,351000
Maruti Eeco 5 Seater AC BSIV,Maruti,2011,36000,Petrol,Individual,Manual,Second Owner,1196,73,five,250000
Maruti Swift Dzire VDI,Maruti,2019,35700,Diesel,Dealer,Manual,First Owner,1248,74.02,five,800000
Hyundai i20 Asta Optional with Sunroof 1.2,Hyundai,2013,35582,Petrol,Dealer,Manual,First Owner,1197,82.85,five,455999
Maruti Swift Dzire VDI,Maruti,2018,35500,Diesel,Individual,Manual,First Owner,1248,74.02,five,650000
Ford Freestyle Titanium Plus Diesel,Ford,2018,35278,Diesel,Dealer,Manual,First Owner,1499,98.97,five,700000
Maruti Wagon R LXI,Maruti,2008,35008,Petrol,Dealer,Manual,First Owner,998,67.05,five,221000
Maruti Wagon R LXI,Maruti,2008,35008,Petrol,Dealer,Manual,First Owner,998,67.05,five,221000
Mahindra Thar CRDe,Mahindra,2018,35000,Diesel,Individual,Manual,First Owner,2498,105,six,900000
Mahindra Thar CRDe,Mahindra,2018,35000,Diesel,Individual,Manual,First Owner,2498,105,six,900000
Mahindra Thar CRDe,Mahindra,2017,35000,Diesel,Individual,Manual,First Owner,2498,105,six,780000
Mahindra Thar CRDe,Mahindra,2017,35000,Diesel,Individual,Manual,First Owner,2498,105,six,775000
Mahindra KUV 100 mFALCON D75 K8,Mahindra,2017,35000,Diesel,Individual,Manual,First Owner,1198,77,six,500000
Mahindra KUV 100 mFALCON D75 K2 Plus,Mahindra,2016,35000,Diesel,Individual,Manual,First Owner,1198,77,six,400000
Tata Hexa XM,Tata,2018,35000,Diesel,Individual,Manual,First Owner,2179,153.86,seven,1300000
Tata Hexa XM,Tata,2017,35000,Diesel,Individual,Manual,First Owner,2179,153.86,seven,1251000
Mahindra Scorpio 1.99 S4,Mahindra,2015,35000,Diesel,Individual,Manual,First Owner,1997,120,seven,1000000
Mahindra Scorpio S3 9 Seater BSIV,Mahindra,2018,35000,Diesel,Individual,Manual,First Owner,2523,75,seven,1000000
Renault Lodgy 85PS RxE 7 Seater,Renault,2018,35000,Diesel,Individual,Manual,First Owner,1461,83.8,seven,900000
Maruti Ertiga SHVS VDI,Maruti,2018,35000,Diesel,Individual,Manual,First Owner,1248,88.5,seven,900000
Maruti Ertiga VDI,Maruti,2018,35000,Diesel,Individual,Manual,Second Owner,1248,88.5,seven,875000
Maruti Ertiga SHVS VDI,Maruti,2016,35000,Diesel,Individual,Manual,First Owner,1248,88.5,seven,850000
Mahindra Bolero 2011-2019 ZLX,Mahindra,2017,35000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,800000
Mahindra TUV 300 T6 Plus,Mahindra,2016,35000,Diesel,Individual,Manual,First Owner,1493,100,seven,750000
Mahindra Bolero Power Plus SLE,Mahindra,2019,35000,Diesel,Individual,Manual,First Owner,1493,70,seven,740000
Mahindra Bolero 2011-2019 ZLX BSIII,Mahindra,2016,35000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,720000
Mahindra Bolero 2011-2019 ZLX BSIII,Mahindra,2016,35000,Diesel,Individual,Manual,First Owner,2523,62.1,seven,720000
Maruti Ertiga ZXI,Maruti,2015,35000,Petrol,Individual,Manual,First Owner,1373,93.7,seven,700000
Maruti Ertiga ZXI,Maruti,2015,35000,Petrol,Individual,Manual,First Owner,1373,93.7,seven,700000
Maruti Ertiga BSIV VXI,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,1373,91.1,seven,700000
Maruti Ertiga BSIV LXI,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,1373,91.1,seven,600000
Maruti Ertiga VXI CNG Limited Edition,Maruti,2014,35000,CNG,Individual,Manual,First Owner,1373,80.9,seven,545000
Honda Mobilio V i VTEC,Honda,2015,35000,Petrol,Individual,Manual,First Owner,1497,117.3,seven,500000
Honda Mobilio V i VTEC,Honda,2015,35000,Petrol,Individual,Manual,First Owner,1497,117.3,seven,500000
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,2013,35000,Diesel,Individual,Manual,First Owner,2494,100.6,seven,400000
Maruti Eeco 7 Seater Standard BSIV,Maruti,2017,35000,Petrol,Individual,Manual,First Owner,1196,73,seven,350000
Maruti Eeco 7 Seater Standard BSIV,Maruti,2015,35000,Petrol,Individual,Manual,Second Owner,1196,73,seven,300000
Datsun GO Plus T BSIV,Datsun,2015,35000,Petrol,Individual,Manual,Third Owner,1198,67,seven,260000
Maruti 800 DX 5 Speed,Maruti,2001,35000,Petrol,Individual,Manual,Third Owner,796,37,four,75000
Maruti 800 Std MPFi,Maruti,2003,35000,Petrol,Individual,Manual,Fourth & Above Owner,796,37,four,45000
Maruti 800 Std BSII,Maruti,2003,35000,Petrol,Individual,Manual,Second Owner,796,37,four,35000
Mercedes-Benz E-Class E 250 Elegance,Mercedes-Benz,2010,35000,Petrol,Individual,Automatic,Second Owner,2497,204,five,1200000
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2018,35000,Diesel,Individual,Manual,First Owner,1582,126.2,five,1150000
Honda City i-VTEC VX,Honda,2017,35000,Petrol,Individual,Manual,First Owner,1497,117.6,five,950000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2018,35000,Diesel,Individual,Manual,First Owner,1498,98.96,five,950000
Ford EcoSport 1.5 Diesel Trend BSIV,Ford,2019,35000,Diesel,Individual,Manual,First Owner,1498,98.96,five,900000
Honda WR-V i-VTEC VX,Honda,2018,35000,Petrol,Individual,Manual,First Owner,1199,88.7,five,900000
Skoda Rapid 1.5 TDI Ambition BSIV,Skoda,2018,35000,Diesel,Individual,Manual,First Owner,1498,108.6,five,900000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,Ford,2017,35000,Diesel,Individual,Manual,First Owner,1498,98.96,five,900000
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,Maruti,2018,35000,Diesel,Individual,Manual,First Owner,1248,88.5,five,899000
Honda City i VTEC V,Honda,2017,35000,Petrol,Individual,Manual,First Owner,1497,117.3,five,894999
Maruti Vitara Brezza VDi AMT,Maruti,2019,35000,Diesel,Individual,Automatic,First Owner,1248,88.5,five,860000
Hyundai Verna 1.6 CRDi S,Hyundai,2017,35000,Diesel,Individual,Manual,First Owner,1582,126.2,five,850000
Hyundai Verna CRDi 1.6 SX Option,Hyundai,2017,35000,Diesel,Individual,Manual,Third Owner,1582,126.2,five,850000
Skoda Rapid 1.5 TDI AT Style BSIV,Skoda,2017,35000,Diesel,Individual,Automatic,Second Owner,1498,108.6,five,850000
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Maruti,2018,35000,Diesel,Individual,Automatic,First Owner,1248,88.5,five,833000
Tata Nexon 1.5 Revotorq XZ Plus,Tata,2017,35000,Diesel,Individual,Manual,First Owner,1497,108.5,five,830000
Maruti Vitara Brezza ZDi Plus,Maruti,2017,35000,Diesel,Individual,Manual,First Owner,1248,88.5,five,830000
Tata Nexon 1.5 Revotorq XZ Plus,Tata,2017,35000,Diesel,Individual,Manual,First Owner,1497,108.5,five,830000
Tata Nexon 1.5 Revotorq XZ Plus,Tata,2017,35000,Diesel,Individual,Manual,First Owner,1497,108.5,five,830000
Maruti Vitara Brezza VDi,Maruti,2018,35000,Diesel,Individual,Manual,First Owner,1248,88.5,five,825000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,Ford,2016,35000,Diesel,Individual,Manual,Second Owner,1498,98.59,five,825000
Nissan Terrano XL 85 PS,Nissan,2015,35000,Diesel,Individual,Manual,First Owner,1461,83.8,five,800000
Maruti Swift Dzire VDI,Maruti,2018,35000,Diesel,Individual,Manual,First Owner,1248,74.02,five,800000
Hyundai Elite i20 Asta Option BSIV,Hyundai,2019,35000,Petrol,Individual,Manual,First Owner,1197,81.86,five,800000
Maruti Baleno Alpha 1.3,Maruti,2017,35000,Diesel,Individual,Manual,First Owner,1248,74,five,800000
Hyundai Verna 1.6 VTVT SX,Hyundai,2015,35000,Petrol,Individual,Manual,First Owner,1591,121.3,five,795000
Hyundai Verna 1.6 VTVT SX,Hyundai,2015,35000,Petrol,Individual,Manual,First Owner,1591,121.3,five,795000
Hyundai i20 1.4 Sportz,Hyundai,2018,35000,Diesel,Individual,Manual,First Owner,1396,88.73,five,780000
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,Hyundai,2016,35000,Diesel,Individual,Manual,First Owner,1396,88.73,five,780000
Hyundai i20 1.4 Sportz,Hyundai,2018,35000,Diesel,Individual,Manual,First Owner,1396,88.73,five,780000
Nissan Terrano XE 85 PS,Nissan,2016,35000,Diesel,Individual,Manual,First Owner,1461,83.8,five,750000
Maruti Baleno Alpha Diesel,Maruti,2018,35000,Diesel,Individual,Manual,First Owner,1248,74,five,750000
Maruti Swift Dzire VDI,Maruti,2017,35000,Diesel,Individual,Manual,First Owner,1248,74.02,five,745000
Maruti Swift Dzire AMT ZXI,Maruti,2017,35000,Petrol,Individual,Automatic,First Owner,1197,81.8,five,725000
Maruti Swift Dzire VDI,Maruti,2017,35000,Diesel,Individual,Manual,First Owner,1248,74.02,five,711000
Ford Figo Aspire 1.5 TDCi Trend,Ford,2017,35000,Diesel,Individual,Manual,First Owner,1498,99,five,700000
Tata Nexon 1.5 Revotorq XM,Tata,2018,35000,Diesel,Individual,Manual,First Owner,1497,108.5,five,700000
Skoda Rapid 1.5 TDI Elegance Black Package,Skoda,2015,35000,Diesel,Individual,Manual,First Owner,1498,103.52,five,700000
Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,2018,35000,Diesel,Individual,Manual,First Owner,1186,73.97,five,700000
Tata Nexon 1.2 Revotron XM,Tata,2018,35000,Petrol,Individual,Manual,First Owner,1198,108.5,five,700000
