battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_$
1853,No,0.5,Yes,1,No,27,0.3,197,six,13,1973,10,2,8,Yes,No,Yes,423.4032598
1149,Yes,2.2,No,4,No,30,0.2,106,six,5,3755,17,14,8,Yes,No,No,848.9695891
891,No,0.5,Yes,9,Yes,25,0.3,196,two,19,2073,7,1,10,Yes,No,Yes,165.9147064
1911,Yes,2,No,7,Yes,64,0.6,163,eight,8,3872,9,8,11,Yes,Yes,No,365.8298057
550,Yes,0.5,No,16,Yes,23,0.1,145,two,17,302,18,5,8,Yes,No,No,88.47971216
576,No,0.8,No,0,Yes,27,0.1,121,two,4,1519,18,6,8,Yes,No,Yes,235.2338221
1760,No,1.9,No,1,Yes,50,0.8,198,one,2,2549,10,8,4,Yes,Yes,No,408.2755058
969,No,2.4,No,0,No,45,0.3,124,seven,0,404,18,5,19,Yes,No,Yes,175.5186685
1160,No,1.1,No,1,Yes,63,0.7,166,three,2,595,18,4,15,Yes,No,Yes,42.66602759
827,No,1.1,Yes,2,Yes,18,0.9,160,two,16,1663,14,0,17,Yes,Yes,Yes,74.39008255
1786,No,0.5,No,9,Yes,58,0.7,161,seven,10,2764,9,3,7,Yes,Yes,Yes,454.3126408
774,Yes,0.6,Yes,2,Yes,8,0.4,136,one,4,2614,7,0,14,Yes,Yes,Yes,651.2678311
819,Yes,2.5,Yes,0,Yes,11,0.2,83,eight,1,1094,10,5,15,Yes,No,No,116.0003807
1042,No,2.2,No,15,Yes,11,0.6,139,five,16,2826,18,0,2,Yes,No,No,600.3236585
1368,No,3,Yes,10,No,50,0.2,97,seven,18,2496,13,6,5,No,Yes,Yes,250.7613181
1592,No,2.1,No,6,Yes,50,0.1,181,two,17,2103,19,8,7,Yes,No,No,122.186238
1067,No,1.8,Yes,11,No,14,0.2,146,one,15,966,5,0,13,No,No,Yes,50.6593177
1892,Yes,0.7,No,5,No,47,0.4,110,four,10,2172,17,14,3,Yes,Yes,Yes,429.0205403
915,No,1.1,No,6,No,56,0.6,187,eight,17,905,19,10,12,No,Yes,No,115.2360527
774,Yes,2.8,No,7,Yes,55,0.9,124,three,18,3916,8,1,12,Yes,Yes,No,548.2429387
1848,Yes,1.4,Yes,2,Yes,42,0.7,179,two,10,3902,11,9,3,Yes,No,Yes,594.2431692
1501,No,1.1,No,12,Yes,2,0.2,187,one,15,2487,13,12,16,Yes,Yes,Yes,429.7108399
1614,No,1.9,No,8,Yes,55,0.3,188,three,17,3914,17,13,13,Yes,No,No,792.8495883
911,Yes,2.9,No,0,No,46,0.1,181,five,1,363,9,5,17,No,Yes,No,140.5280491
1520,No,0.5,No,1,Yes,24,0.7,199,five,8,3233,13,3,4,Yes,No,Yes,634.9400145
1647,No,1.4,Yes,3,Yes,38,0.3,102,six,15,2532,16,14,15,Yes,No,Yes,244.4616652
1347,No,0.9,Yes,8,Yes,53,0.8,108,six,15,3836,15,3,14,Yes,No,Yes,740.0508741
967,Yes,1.6,No,4,No,25,0.6,92,eight,9,3076,7,4,18,No,Yes,Yes,562.5471718
1442,No,2.2,No,0,Yes,56,0.7,145,five,3,1513,11,8,7,Yes,Yes,No,372.998002
1204,Yes,2.6,No,0,No,10,0.3,199,seven,3,1724,11,2,19,Yes,No,No,149.8523793
1320,No,2.1,Yes,0,Yes,41,0.6,144,seven,2,542,11,1,14,Yes,Yes,No,49.73812676
1800,Yes,0.7,No,2,Yes,8,0.4,100,seven,6,3481,10,8,8,Yes,No,Yes,428.3776404
1567,No,2.1,Yes,3,No,22,0.8,153,three,19,3991,15,2,10,Yes,No,No,854.6651502
1439,No,0.9,No,12,Yes,20,0.8,147,one,17,1790,19,12,15,Yes,No,Yes,106.2286821
1422,No,1,No,15,No,3,0.1,112,one,17,509,19,1,3,Yes,Yes,Yes,22.25979986
1591,Yes,2.2,Yes,4,Yes,52,1,161,three,16,282,10,9,14,Yes,Yes,Yes,51.74735482
880,No,1.7,No,2,No,6,0.6,198,four,19,3006,6,4,3,Yes,No,No,474.2836594
1929,Yes,0.5,Yes,0,Yes,19,1,163,six,2,1913,12,7,6,Yes,Yes,No,288.5397942
1642,Yes,1.6,Yes,0,No,5,0.4,102,five,2,1333,18,0,2,No,No,Yes,427.5487933
1511,No,2.5,Yes,3,No,21,0.2,114,three,18,3746,10,0,5,Yes,No,No,306.7262484
1312,No,1.3,No,5,Yes,10,0.6,163,two,9,3941,6,2,13,Yes,Yes,Yes,968.5468083
1852,No,1.4,No,4,Yes,10,0.7,196,one,18,3970,13,1,11,Yes,No,Yes,609.1298391
972,Yes,1.3,No,8,No,44,0.7,82,seven,10,3925,7,6,7,No,Yes,No,546.4903068
691,Yes,2.7,Yes,4,Yes,33,0.9,108,four,8,424,5,3,15,Yes,Yes,Yes,108.1943454
807,No,0.5,No,9,No,8,0.3,158,five,20,1284,17,13,2,No,Yes,Yes,75.72570411
1113,No,0.6,Yes,0,No,25,0.3,145,one,10,277,11,2,12,Yes,No,Yes,35.58412751
721,Yes,1.3,Yes,10,No,16,0.9,125,one,18,1713,10,3,4,No,Yes,Yes,187.4269122
1188,Yes,1.5,Yes,0,No,54,0.3,198,six,2,485,12,7,7,No,Yes,No,153.333748
1512,Yes,0.5,No,1,No,52,0.1,131,one,14,3002,6,5,7,No,No,Yes,658.0120083
805,Yes,0.7,No,0,No,64,0.1,97,four,14,418,11,6,17,No,Yes,Yes,93.72474893
918,No,0.9,Yes,1,No,8,0.1,123,seven,5,1652,17,4,14,Yes,Yes,No,160.2166919
1320,No,0.5,Yes,7,No,48,0.2,168,five,16,2893,8,5,9,No,No,Yes,537.5397059
1236,No,0.9,Yes,2,Yes,57,0.1,188,one,14,1406,14,12,20,Yes,No,Yes,130.7482512
1387,No,0.5,No,0,Yes,61,0.5,98,three,0,629,5,3,11,Yes,Yes,No,115.7725639
1883,Yes,2.7,Yes,6,Yes,30,0.5,95,two,10,3724,16,15,20,Yes,Yes,Yes,494.0502975
839,No,2,Yes,0,No,14,0.4,175,seven,3,3835,15,8,11,Yes,No,No,624.174659
1593,Yes,1,No,0,Yes,52,0.7,130,eight,0,1354,15,13,13,Yes,Yes,Yes,158.9962204
1722,Yes,1,No,7,No,25,0.8,88,six,19,2376,5,1,19,No,No,Yes,1021.726642
1954,No,0.6,Yes,8,No,7,0.9,126,three,9,3438,17,12,13,Yes,No,No,783.8465199
1788,Yes,0.5,Yes,15,Yes,2,0.3,150,six,20,2655,12,2,4,Yes,No,Yes,283.3669175
1628,No,0.5,No,5,Yes,33,0.9,101,six,8,3361,16,10,13,Yes,No,No,734.3015658
1965,No,0.5,No,6,Yes,4,1,84,seven,9,3535,17,0,16,Yes,Yes,Yes,237.1564354
833,Yes,2.2,No,4,No,27,0.9,124,one,6,2150,9,5,7,No,Yes,Yes,180.5763339
571,No,0.6,No,1,Yes,43,0.5,141,three,8,2587,7,5,18,Yes,No,No,246.8715803
1808,Yes,0.5,Yes,1,No,31,0.5,92,two,16,2736,9,1,8,No,No,Yes,593.605584
1860,No,0.5,Yes,2,Yes,55,0.7,83,six,3,676,15,0,4,Yes,No,Yes,97.86279296
1368,Yes,1.6,Yes,4,No,9,0.1,115,seven,7,2941,13,12,17,No,Yes,No,869.2284781
1161,No,1.3,Yes,0,Yes,21,0.6,126,eight,12,3336,6,4,14,Yes,No,Yes,696.5669039
1224,Yes,1.6,No,9,No,33,1,157,one,18,3796,10,5,13,Yes,Yes,No,501.1438011
902,Yes,0.6,Yes,0,No,63,0.7,122,five,14,3654,18,8,15,No,Yes,Yes,680.6861528
787,Yes,0.5,No,15,No,11,0.6,93,one,16,2934,8,6,14,Yes,No,Yes,456.3749149
854,No,0.5,No,2,No,30,0.5,125,eight,5,2889,5,2,11,No,No,Yes,392.020096
1184,No,1.5,Yes,1,Yes,48,0.6,191,one,6,3315,17,7,14,Yes,Yes,Yes,925.1067227
1973,No,1.6,Yes,5,Yes,39,0.8,152,four,6,1993,9,0,5,Yes,No,No,172.5318622
510,No,1.7,Yes,3,No,35,0.8,120,three,6,2509,17,2,11,No,Yes,Yes,48.00262069
966,No,2,No,8,Yes,34,0.5,118,two,10,3534,18,17,11,Yes,Yes,Yes,530.8155697
1438,Yes,1.8,No,3,No,16,0.6,169,eight,7,2246,14,11,15,No,No,No,512.2629005
1986,No,0.5,No,7,No,51,0.4,95,three,9,3165,5,0,13,Yes,No,No,1010.391544
1907,No,2,No,13,No,55,0.9,105,seven,15,286,14,4,17,Yes,No,Yes,129.9599327
1489,No,2.4,Yes,8,No,32,0.6,200,one,16,776,7,6,8,No,No,No,122.2533995
1843,Yes,1.8,Yes,13,Yes,16,0.7,134,six,18,3213,15,14,15,Yes,Yes,No,524.3169337
825,Yes,1.5,No,11,No,38,0.4,94,three,18,716,11,4,14,No,Yes,No,39.77252153
1286,Yes,2.3,No,10,Yes,16,0.1,98,two,18,424,10,5,4,Yes,Yes,No,77.40371266
840,No,0.6,No,0,Yes,63,0.8,137,seven,19,3486,12,8,18,Yes,Yes,No,509.3397732
757,No,2.3,Yes,5,Yes,58,0.2,163,four,7,3237,19,12,9,Yes,No,Yes,473.6441197
814,Yes,1.1,Yes,2,No,41,0.8,177,two,10,1944,16,6,12,Yes,No,No,87.35657232
1195,Yes,1.1,Yes,2,Yes,8,0.9,80,six,6,643,14,2,19,Yes,No,No,87.60787887
767,No,0.8,No,7,Yes,10,0.5,107,four,12,2317,6,0,12,Yes,Yes,Yes,444.8752147
1068,No,1.3,No,6,Yes,52,0.1,97,eight,7,1436,16,1,15,Yes,No,No,202.3029512
994,Yes,2.8,Yes,0,No,56,0.5,173,three,3,3190,5,2,20,Yes,Yes,Yes,292.3977289
1550,Yes,2.5,No,6,No,21,0.8,133,two,11,2338,16,1,15,No,Yes,No,297.6762883
1878,Yes,0.5,No,9,No,29,0.6,85,eight,19,1334,18,7,2,No,No,No,189.6735953
623,No,2,No,2,No,6,0.1,127,three,4,3657,17,3,19,Yes,Yes,No,323.2441785
1829,Yes,0.5,No,0,Yes,15,0.4,160,five,7,2080,16,11,12,Yes,No,Yes,426.8845035
525,No,2.4,Yes,11,No,35,0.8,190,seven,20,1609,16,11,3,No,No,No,81.54712664
1065,Yes,0.5,No,0,Yes,14,0.7,89,two,2,3078,10,1,18,Yes,No,Yes,265.4138016
1425,No,1.2,No,9,Yes,35,0.7,127,eight,14,590,13,2,6,Yes,Yes,Yes,121.7397468
1296,No,1.4,Yes,3,No,11,0.2,129,seven,4,2552,19,8,10,Yes,Yes,Yes,345.6807705
642,No,2.8,No,3,No,34,0.8,197,two,15,3355,12,5,13,No,No,No,160.5812655
1664,Yes,2.9,Yes,9,Yes,15,0.5,177,seven,19,1968,12,7,9,Yes,No,No,301.3054579
1498,Yes,0.7,No,3,Yes,8,0.1,170,seven,4,3358,7,3,19,Yes,No,No,749.101249
981,Yes,1.9,Yes,0,No,2,0.1,136,three,7,1539,19,12,19,No,No,No,95.13423997
1236,Yes,2.8,No,6,Yes,32,0.3,143,four,18,942,16,12,14,Yes,Yes,Yes,96.60730897
1673,No,2.8,Yes,7,No,9,0.1,187,three,10,3669,9,1,10,Yes,No,Yes,235.4376243
712,Yes,1.6,No,6,Yes,9,0.8,172,two,14,3612,13,5,4,Yes,No,No,294.9218099
569,Yes,0.5,Yes,10,Yes,4,0.8,170,three,19,2351,8,7,10,Yes,Yes,No,282.5136996
603,Yes,0.7,Yes,0,Yes,64,0.2,156,six,0,604,10,4,8,Yes,Yes,Yes,121.930158
1332,No,0.8,Yes,2,No,11,0.5,187,two,4,1285,5,0,9,Yes,Yes,No,133.7175882
1413,No,0.6,No,0,Yes,13,0.1,128,one,0,515,5,0,18,Yes,Yes,No,37.66043312
1064,No,2.9,Yes,1,Yes,34,0.2,184,six,13,654,16,13,6,Yes,No,No,114.693603
1444,No,0.6,No,2,No,48,0.5,82,five,17,2540,17,2,15,Yes,Yes,Yes,847.6468959
1366,Yes,1.7,Yes,5,Yes,53,0.2,161,five,9,3869,17,5,14,Yes,No,Yes,454.7785057
906,No,2.1,Yes,7,No,18,0.1,136,two,11,3412,13,8,16,Yes,No,No,1110.817642
1554,No,2.7,Yes,3,Yes,47,0.7,185,five,12,509,12,3,19,Yes,No,No,113.3491747
1187,No,2.3,No,0,Yes,21,0.2,122,six,6,2547,10,3,5,Yes,Yes,No,564.8284991
1156,Yes,2.7,Yes,1,Yes,30,0.9,173,three,16,2735,16,15,13,Yes,No,Yes,209.7328752
1918,No,2.8,No,1,No,22,0.3,139,one,5,1369,9,6,6,No,Yes,Yes,214.0176113
841,Yes,0.5,Yes,8,No,39,0.1,199,six,13,2942,11,5,16,No,Yes,Yes,344.203293
730,Yes,1.3,Yes,6,No,6,0.9,167,seven,10,2812,10,1,17,No,No,No,371.6963824
878,Yes,1.3,No,13,Yes,31,0.5,153,four,18,3497,9,7,11,Yes,Yes,No,417.8849684
1059,No,0.5,Yes,0,No,50,0.7,182,eight,1,619,5,3,18,No,Yes,Yes,94.6596854
1578,No,2.9,No,8,No,3,0.9,200,one,20,3483,17,4,16,Yes,No,No,1040.847076
1829,No,1.7,No,0,No,36,0.8,112,five,1,1475,11,4,7,No,No,No,219.3380368
1132,No,1,No,0,No,8,0.1,157,one,4,1950,11,2,6,No,Yes,Yes,259.4688589
1652,No,0.6,Yes,4,Yes,40,1,198,seven,6,3592,7,6,6,Yes,No,No,811.3038483
912,No,0.5,Yes,0,No,58,0.3,107,five,1,3573,17,3,20,Yes,Yes,No,899.5442428
1181,No,2.3,No,12,Yes,61,0.6,116,two,16,2020,6,0,18,Yes,Yes,No,243.7780795
1497,Yes,0.7,No,5,No,32,0.7,92,three,9,1329,6,1,7,Yes,Yes,No,284.990231
1790,Yes,2.3,Yes,3,Yes,49,0.5,100,three,11,3568,6,2,18,Yes,No,Yes,575.2396059
1742,Yes,1.6,No,3,No,49,0.8,100,one,9,1947,5,4,6,Yes,No,Yes,341.1637597
1549,Yes,0.5,No,4,No,8,0.4,158,five,7,1998,12,7,15,Yes,Yes,No,369.515489
1372,Yes,2.7,No,7,No,34,0.4,193,four,17,725,11,3,20,Yes,No,No,104.2247528
1112,No,0.5,No,0,Yes,12,0.9,190,four,6,3302,11,0,20,Yes,Yes,Yes,710.4613063
1005,No,0.5,No,0,No,46,0.4,133,eight,17,3884,17,0,20,No,Yes,Yes,503.5027971
783,Yes,1.7,Yes,9,Yes,27,0.3,150,six,11,1185,15,4,6,Yes,Yes,Yes,112.9195846
1698,No,2.5,No,10,Yes,26,0.4,105,two,18,1656,5,3,17,Yes,No,Yes,510.3434655
899,Yes,2.7,No,3,Yes,53,0.3,192,four,11,2870,19,16,10,Yes,No,Yes,211.087925
1062,No,1.5,No,3,No,45,0.2,151,three,4,911,14,2,9,No,No,No,107.9795891
989,Yes,2,No,4,No,17,0.2,166,three,19,3892,18,7,19,Yes,Yes,No,921.6627383
1983,Yes,1.2,Yes,6,Yes,27,0.6,125,one,11,3897,12,10,10,Yes,Yes,Yes,884.9130179
1800,Yes,3,No,5,No,53,0.3,87,one,12,656,14,10,18,No,No,Yes,48.56450859
1254,No,1.7,No,0,Yes,45,0.4,146,three,3,606,7,2,2,Yes,Yes,Yes,266.0908371
868,No,1.7,No,0,No,30,0.8,83,four,0,1653,11,7,17,Yes,No,No,202.5609166
1205,No,0.5,Yes,3,No,12,0.6,175,four,6,860,14,1,14,Yes,No,Yes,106.1961286
1284,Yes,2.8,Yes,0,No,10,0.9,155,two,14,2197,16,2,9,No,Yes,Yes,174.7972549
626,No,0.7,Yes,2,Yes,23,0.5,187,two,9,3458,7,5,11,Yes,No,Yes,553.6923149
1763,No,2.9,Yes,1,Yes,53,0.2,101,four,20,2066,12,9,17,Yes,Yes,Yes,231.1525187
694,Yes,1.8,Yes,15,No,36,0.4,193,four,20,3676,12,8,5,Yes,No,Yes,1066.909831
1265,No,0.6,Yes,4,Yes,49,0.5,90,one,5,1518,16,11,8,Yes,No,Yes,302.9030621
816,Yes,0.5,No,4,No,14,0.9,198,three,13,1018,17,10,15,Yes,No,No,118.580608
904,No,1.8,No,3,Yes,35,0.4,168,three,4,1360,15,12,11,Yes,No,No,136.9228611
979,No,0.5,Yes,0,Yes,5,0.5,164,seven,2,3449,5,2,14,Yes,No,No,937.5201244
1531,No,2,No,0,Yes,60,0.4,162,six,1,2524,13,11,7,Yes,No,No,600.9570108
934,No,2,Yes,2,No,30,0.7,182,eight,15,703,10,8,7,No,No,Yes,100.7426981
1624,Yes,2.6,Yes,0,No,58,1,200,three,11,1251,13,4,18,No,Yes,Yes,268.4162248
874,No,1.3,No,5,No,8,0.5,185,one,20,582,6,4,15,No,No,No,98.32659897
1027,Yes,2.2,No,0,No,63,0.8,102,five,4,1732,8,5,13,No,Yes,Yes,274.8386226
1966,No,0.8,Yes,15,Yes,48,0.2,144,one,16,1252,6,4,19,Yes,Yes,Yes,318.1374851
1048,Yes,1.5,No,2,Yes,29,1,182,one,4,2146,11,10,2,Yes,No,No,224.9399866
1496,Yes,1.9,Yes,13,No,38,0.1,126,four,14,1927,17,4,6,No,No,Yes,244.2084317
959,Yes,1.7,No,15,No,13,0.4,155,four,16,3328,10,9,10,Yes,Yes,Yes,176.2752465
1349,Yes,2.2,Yes,5,No,55,0.1,105,seven,7,2462,15,7,17,Yes,No,Yes,413.9498458
1689,Yes,2.4,Yes,0,Yes,13,0.9,168,two,9,1172,12,11,17,Yes,Yes,Yes,140.1353651
1558,Yes,2.4,No,0,Yes,27,0.1,146,one,1,3598,9,2,12,Yes,No,Yes,966.6529015
582,No,0.5,Yes,3,No,27,0.2,168,three,10,2437,19,2,2,Yes,Yes,Yes,305.1639574
1485,No,2.8,No,3,Yes,44,0.1,138,four,14,3271,14,12,8,Yes,Yes,No,831.8354513
1991,Yes,1.8,No,11,No,9,0.7,94,three,12,1511,17,8,9,No,No,No,184.2795113
553,No,0.5,Yes,2,Yes,23,0.5,119,three,3,2981,7,3,14,Yes,No,No,326.331442
1231,No,0.7,Yes,2,No,7,0.9,113,one,7,3119,9,4,15,Yes,Yes,No,747.2104358
805,No,0.8,No,1,No,34,0.6,88,six,2,3647,18,11,9,Yes,No,Yes,777.8810064
764,Yes,1.2,Yes,1,No,13,1,152,eight,2,3148,18,7,6,Yes,Yes,No,400.8178349
894,No,0.9,No,5,Yes,54,0.2,130,three,15,2829,11,5,13,Yes,No,Yes,322.3314627
1589,No,2.6,No,9,No,46,0.4,84,three,16,2373,11,9,20,Yes,Yes,No,130.641762
1456,No,1.6,Yes,9,Yes,39,0.1,80,eight,10,3998,6,3,13,Yes,Yes,No,623.0796618
743,No,0.5,Yes,0,Yes,33,0.3,95,two,1,316,19,10,4,Yes,No,No,130.3315483
1061,Yes,2.1,No,3,Yes,52,0.1,109,seven,4,999,16,12,9,Yes,Yes,No,92.45430198
1428,Yes,1.6,No,0,No,7,0.1,153,four,2,1808,12,8,13,No,Yes,No,234.5470943
674,Yes,2.8,Yes,0,Yes,8,0.2,93,three,0,589,18,6,4,Yes,Yes,No,77.22373302
832,No,1.1,No,0,Yes,46,0.3,93,six,0,3317,8,0,19,Yes,Yes,No,396.2335623
1625,Yes,0.5,Yes,2,Yes,50,0.1,107,eight,17,670,16,3,8,Yes,No,No,138.8917921
907,No,1.4,Yes,3,No,42,0.2,151,one,16,584,11,9,6,Yes,No,No,85.96866632
1631,No,0.5,No,2,Yes,13,0.5,166,two,16,2173,12,3,8,Yes,Yes,No,415.7234558
1584,Yes,1.3,No,6,No,41,0.6,135,four,15,1561,10,5,17,No,No,Yes,242.1598688
1382,Yes,0.5,No,7,Yes,13,0.3,199,two,18,2073,16,7,9,Yes,No,Yes,170.9558502
633,Yes,1.4,No,0,Yes,46,0.7,102,six,10,1401,19,14,11,Yes,Yes,No,140.5023462
1444,Yes,2.1,No,9,No,38,0.4,104,seven,16,3764,14,9,10,No,No,No,424.942717
852,Yes,1.6,Yes,6,Yes,54,0.4,147,five,7,1275,13,7,12,Yes,No,Yes,84.59039697
922,Yes,0.7,No,0,Yes,47,1,157,eight,14,1464,17,4,12,Yes,No,Yes,329.3813156
1745,No,1.5,Yes,4,Yes,57,0.1,159,three,16,2885,13,11,5,Yes,Yes,Yes,556.0195817
862,No,2.3,No,9,Yes,6,0.1,107,eight,14,3458,9,4,9,Yes,Yes,Yes,330.82481
1754,Yes,2.1,Yes,1,Yes,52,1,101,four,3,3019,11,6,19,Yes,No,Yes,272.5380313
1008,No,2.5,No,3,No,36,1,109,one,14,1083,6,4,6,No,No,No,145.6085243
1569,No,0.5,Yes,3,No,33,0.2,147,one,13,3538,18,1,15,Yes,No,Yes,521.7679746
1596,No,2.9,Yes,7,No,7,0.7,149,two,9,2493,14,12,13,Yes,Yes,Yes,349.9305903
1807,Yes,0.5,Yes,2,Yes,61,0.1,134,six,6,3726,8,5,15,Yes,No,No,671.4591318
1660,No,2.8,Yes,4,No,7,0.8,184,one,6,1531,12,0,7,No,No,No,225.7697184
1861,Yes,0.9,No,4,Yes,55,0.5,148,seven,8,601,7,5,4,Yes,No,No,311.9749992
648,No,1.9,Yes,4,No,8,1,91,five,19,2991,8,7,4,No,No,Yes,272.545207
1379,No,0.5,Yes,1,No,19,0.3,134,eight,17,3912,11,2,19,No,Yes,Yes,924.4634225
1910,Yes,1.7,No,0,No,34,0.6,115,two,0,309,8,4,10,No,No,Yes,81.15225184
1807,No,2,Yes,0,Yes,13,0.5,155,eight,0,323,9,3,3,Yes,Yes,Yes,95.22127834
1923,No,0.5,Yes,7,No,46,0.5,191,one,10,1489,10,9,3,Yes,Yes,Yes,266.9977574
1345,Yes,3,No,7,Yes,38,0.1,162,three,11,1322,9,2,15,Yes,No,No,100.3816863
904,No,1.6,Yes,5,Yes,14,0.2,102,eight,9,1846,7,0,3,Yes,No,Yes,203.936225
1239,No,1.2,Yes,5,Yes,52,0.9,122,two,10,417,8,0,6,Yes,No,Yes,111.2127154
1330,No,0.9,No,6,Yes,52,0.8,84,four,12,3269,19,6,8,Yes,Yes,No,1063.110785
516,Yes,0.7,Yes,1,No,30,0.9,138,one,12,3731,17,13,15,No,No,No,305.5515696
672,Yes,0.5,Yes,0,No,54,0.9,95,four,11,667,17,8,14,No,No,No,53.3947457
892,Yes,0.5,No,0,Yes,47,0.4,94,one,18,1241,12,3,9,Yes,No,Yes,205.1004401
1778,No,0.5,No,0,Yes,23,0.5,101,six,11,3941,19,6,13,Yes,No,No,1130.827946
1130,Yes,2.5,No,4,Yes,58,0.1,132,five,14,1018,17,1,16,Yes,No,No,127.7685128
1359,No,0.6,No,4,No,59,0.3,86,two,6,3142,19,3,17,No,Yes,Yes,1129.058009
1866,Yes,2.5,Yes,3,Yes,47,0.8,89,five,9,1444,7,4,20,Yes,No,No,210.2085606
1597,No,2.3,No,11,No,34,0.4,89,one,14,934,16,10,9,No,Yes,No,95.74432255
1046,Yes,2.8,Yes,0,Yes,58,0.2,100,eight,0,3863,17,12,9,Yes,Yes,Yes,1110.720045
1035,No,0.6,Yes,2,Yes,44,0.5,99,three,3,3506,14,5,12,Yes,Yes,No,834.3550152
1175,Yes,1.3,No,2,No,19,0.3,164,seven,9,1944,9,4,9,Yes,Yes,No,135.2054524
1261,Yes,0.5,Yes,0,Yes,11,0.2,90,four,0,348,14,9,14,Yes,No,Yes,129.4867667
1068,No,0.7,Yes,9,No,51,0.5,124,four,15,550,12,8,6,Yes,Yes,No,37.05509936
1713,No,3,Yes,5,Yes,20,0.9,104,seven,17,971,11,10,10,Yes,No,No,61.2961304
1688,No,2.5,No,0,Yes,21,0.2,170,seven,0,3984,17,14,8,Yes,Yes,Yes,866.4451606
1413,Yes,0.5,Yes,4,Yes,45,0.4,104,five,6,2973,17,8,15,Yes,No,Yes,527.6018363
559,Yes,0.5,No,10,No,11,0.4,82,five,14,2019,10,4,16,Yes,Yes,Yes,58.19728099
1483,Yes,2.6,Yes,13,No,19,0.6,146,seven,19,1587,9,4,19,No,No,No,61.00067364
860,Yes,1.6,Yes,13,No,48,0.5,187,seven,18,1870,17,2,18,Yes,No,No,181.0796798
1090,No,1.3,Yes,5,No,27,0.1,91,four,16,1352,5,1,11,No,Yes,No,235.2991723
686,Yes,0.5,No,11,No,3,0.3,91,six,15,570,7,6,19,No,Yes,No,110.1635409
818,No,1.3,No,14,No,43,0.9,177,six,15,546,12,6,7,Yes,Yes,Yes,114.2734215
1456,No,1.6,Yes,5,No,49,0.2,193,three,20,3624,12,11,16,Yes,Yes,No,1168.218923
774,No,0.5,Yes,2,Yes,10,0.5,188,two,9,2944,8,6,2,Yes,Yes,Yes,336.5692042
1068,No,0.5,Yes,0,Yes,19,0.9,197,eight,9,1209,19,12,12,Yes,Yes,No,131.6248441
1373,Yes,1.9,Yes,1,Yes,29,0.9,141,six,12,2752,15,2,7,Yes,Yes,Yes,724.1803199
1777,Yes,3,No,3,No,20,0.6,188,six,5,3868,5,1,7,No,Yes,Yes,602.9937219
594,No,0.8,No,2,Yes,28,0.1,132,five,3,3087,16,4,4,Yes,Yes,Yes,374.5412655
1524,No,2.6,Yes,5,No,57,0.5,124,two,12,947,11,4,16,No,Yes,Yes,92.54277605
511,Yes,0.6,Yes,12,No,50,0.1,175,three,16,1484,9,7,8,Yes,No,No,102.5594458
1402,Yes,0.6,Yes,3,No,46,0.3,87,seven,12,347,17,0,12,Yes,No,Yes,149.5944609
965,Yes,0.5,No,15,No,53,1,131,eight,19,3227,12,6,8,Yes,No,No,372.3345934
1270,Yes,2.3,No,0,No,58,0.5,104,five,1,3299,13,4,16,No,No,Yes,875.4171012
919,No,0.5,Yes,11,No,13,0.3,159,one,15,1028,8,4,17,Yes,No,No,91.24228213
1963,Yes,1,No,16,Yes,34,0.1,157,two,17,714,18,2,2,Yes,No,Yes,171.149506
1977,No,1.3,Yes,2,No,31,0.4,173,eight,6,2641,8,2,7,No,No,No,450.5838421
1881,No,2.2,No,4,No,51,0.3,158,five,7,1229,12,0,14,Yes,No,No,205.8214317
683,No,0.7,No,5,No,19,0.9,173,four,17,2622,16,3,5,No,No,Yes,366.6915826
772,No,2.6,Yes,7,No,6,0.1,100,two,10,929,13,6,18,No,Yes,Yes,106.4636469
536,Yes,1.4,No,0,Yes,53,0.7,135,three,0,1211,15,10,7,Yes,No,Yes,58.61827636
1694,No,1.8,No,0,No,53,1,186,six,0,1653,7,5,6,Yes,No,No,523.2019141
1633,No,1.7,Yes,3,Yes,33,0.9,111,two,19,511,9,0,7,Yes,Yes,No,123.3710651
1371,No,0.5,No,4,No,52,0.5,167,four,19,3034,13,6,8,No,No,No,227.8645433
551,Yes,2.8,No,0,Yes,54,0.1,172,seven,15,1414,6,1,19,Yes,No,Yes,115.6523633
1221,No,0.5,No,1,Yes,28,0.5,139,one,7,2438,13,11,10,Yes,Yes,Yes,902.1085518
1000,Yes,0.5,No,12,No,63,0.7,179,eight,18,3744,11,1,7,No,No,Yes,670.3343533
1986,No,2.7,Yes,3,Yes,64,0.2,162,four,20,1377,5,3,15,Yes,Yes,Yes,310.6908119
1119,No,0.5,Yes,0,Yes,23,0.4,164,four,1,3520,7,4,7,Yes,No,No,868.8945108
1699,No,0.5,Yes,1,No,59,0.5,97,four,3,3796,17,10,12,No,Yes,Yes,631.4701471
1099,No,0.5,No,13,Yes,61,0.3,146,three,20,1699,17,10,3,Yes,Yes,Yes,434.8718512
1576,No,2.6,No,7,No,58,0.2,90,three,16,336,14,8,13,Yes,Yes,Yes,119.162697
950,Yes,0.5,No,9,No,55,0.1,156,five,10,1095,14,12,13,No,Yes,No,77.98669559
1081,Yes,2.5,Yes,13,No,49,1,99,three,17,325,9,1,6,No,No,Yes,110.2003512
