battery_power,blue_tooth,clock_speed,dual_sim,Front_Camera_mx,four_g,int_memory,mobile_dep,mobile_wt,n_cores,Pimary_camera_mx,ram,screen_height,screen_width,talk_time,three_g,touch_screen,wifi,price_range
807,No,0.5,No,9,No,8,0.3,158,five,20,1284,17,13,2,No,Yes,Yes,low
1113,No,0.6,Yes,0,No,25,0.3,145,one,10,277,11,2,12,Yes,No,Yes,low
721,Yes,1.3,Yes,10,No,16,0.9,125,one,18,1713,10,3,4,No,Yes,Yes,meduim
1188,Yes,1.5,Yes,0,No,54,0.3,198,six,2,485,12,7,7,No,Yes,No,low
1512,Yes,0.5,No,1,No,52,0.1,131,one,14,3002,6,5,7,No,No,Yes,high
805,Yes,0.7,No,0,No,64,0.1,97,four,14,418,11,6,17,No,Yes,Yes,low
918,No,0.9,Yes,1,No,8,0.1,123,seven,5,1652,17,4,14,Yes,Yes,No,meduim
1320,No,0.5,Yes,7,No,48,0.2,168,five,16,2893,8,5,9,No,No,Yes,high
1236,No,0.9,Yes,2,Yes,57,0.1,188,one,14,1406,14,12,20,Yes,No,Yes,low
1387,No,0.5,No,0,Yes,61,0.5,98,three,0,629,5,3,11,Yes,Yes,No,low
1883,Yes,2.7,Yes,6,Yes,30,0.5,95,two,10,3724,16,15,20,Yes,Yes,Yes,very_high
839,No,2,Yes,0,No,14,0.4,175,seven,3,3835,15,8,11,Yes,No,No,very_high
1593,Yes,1,No,0,Yes,52,0.7,130,eight,0,1354,15,13,13,Yes,Yes,Yes,meduim
1722,Yes,1,No,7,No,25,0.8,88,six,19,2376,5,1,19,No,No,Yes,very_high
1954,No,0.6,Yes,8,No,7,0.9,126,three,9,3438,17,12,13,Yes,No,No,very_high
1788,Yes,0.5,Yes,15,Yes,2,0.3,150,six,20,2655,12,2,4,Yes,No,Yes,high
1628,No,0.5,No,5,Yes,33,0.9,101,six,8,3361,16,10,13,Yes,No,No,very_high
1965,No,0.5,No,6,Yes,4,1,84,seven,9,3535,17,0,16,Yes,Yes,Yes,very_high
833,Yes,2.2,No,4,No,27,0.9,124,one,6,2150,9,5,7,No,Yes,Yes,meduim
571,No,0.6,No,1,Yes,43,0.5,141,three,8,2587,7,5,18,Yes,No,No,meduim
1808,Yes,0.5,Yes,1,No,31,0.5,92,two,16,2736,9,1,8,No,No,Yes,very_high
1860,No,0.5,Yes,2,Yes,55,0.7,83,six,3,676,15,0,4,Yes,No,Yes,low
1368,Yes,1.6,Yes,4,No,9,0.1,115,seven,7,2941,13,12,17,No,Yes,No,very_high
1161,No,1.3,Yes,0,Yes,21,0.6,126,eight,12,3336,6,4,14,Yes,No,Yes,very_high
1224,Yes,1.6,No,9,No,33,1,157,one,18,3796,10,5,13,Yes,Yes,No,very_high
902,Yes,0.6,Yes,0,No,63,0.7,122,five,14,3654,18,8,15,No,Yes,Yes,very_high
787,Yes,0.5,No,15,No,11,0.6,93,one,16,2934,8,6,14,Yes,No,Yes,high
854,No,0.5,No,2,No,30,0.5,125,eight,5,2889,5,2,11,No,No,Yes,high
1184,No,1.5,Yes,1,Yes,48,0.6,191,one,6,3315,17,7,14,Yes,Yes,Yes,very_high
1973,No,1.6,Yes,5,Yes,39,0.8,152,four,6,1993,9,0,5,Yes,No,No,high
510,No,1.7,Yes,3,No,35,0.8,120,three,6,2509,17,2,11,No,Yes,Yes,meduim
966,No,2,No,8,Yes,34,0.5,118,two,10,3534,18,17,11,Yes,Yes,Yes,very_high
1438,Yes,1.8,No,3,No,16,0.6,169,eight,7,2246,14,11,15,No,No,No,high
1986,No,0.5,No,7,No,51,0.4,95,three,9,3165,5,0,13,Yes,No,No,very_high
1907,No,2,No,13,No,55,0.9,105,seven,15,286,14,4,17,Yes,No,Yes,low
1489,No,2.4,Yes,8,No,32,0.6,200,one,16,776,7,6,8,No,No,No,low
1843,Yes,1.8,Yes,13,Yes,16,0.7,134,six,18,3213,15,14,15,Yes,Yes,No,very_high
825,Yes,1.5,No,11,No,38,0.4,94,three,18,716,11,4,14,No,Yes,No,low
1286,Yes,2.3,No,10,Yes,16,0.1,98,two,18,424,10,5,4,Yes,Yes,No,low
840,No,0.6,No,0,Yes,63,0.8,137,seven,19,3486,12,8,18,Yes,Yes,No,very_high
757,No,2.3,Yes,5,Yes,58,0.2,163,four,7,3237,19,12,9,Yes,No,Yes,high
814,Yes,1.1,Yes,2,No,41,0.8,177,two,10,1944,16,6,12,Yes,No,No,meduim
1195,Yes,1.1,Yes,2,Yes,8,0.9,80,six,6,643,14,2,19,Yes,No,No,low
767,No,0.8,No,7,Yes,10,0.5,107,four,12,2317,6,0,12,Yes,Yes,Yes,high
1068,No,1.3,No,6,Yes,52,0.1,97,eight,7,1436,16,1,15,Yes,No,No,meduim
994,Yes,2.8,Yes,0,No,56,0.5,173,three,3,3190,5,2,20,Yes,Yes,Yes,high
1550,Yes,2.5,No,6,No,21,0.8,133,two,11,2338,16,1,15,No,Yes,No,high
1878,Yes,0.5,No,9,No,29,0.6,85,eight,19,1334,18,7,2,No,No,No,meduim
623,No,2,No,2,No,6,0.1,127,three,4,3657,17,3,19,Yes,Yes,No,high
1829,Yes,0.5,No,0,Yes,15,0.4,160,five,7,2080,16,11,12,Yes,No,Yes,high
525,No,2.4,Yes,11,No,35,0.8,190,seven,20,1609,16,11,3,No,No,No,low
1065,Yes,0.5,No,0,Yes,14,0.7,89,two,2,3078,10,1,18,Yes,No,Yes,high
1425,No,1.2,No,9,Yes,35,0.7,127,eight,14,590,13,2,6,Yes,Yes,Yes,low
1296,No,1.4,Yes,3,No,11,0.2,129,seven,4,2552,19,8,10,Yes,Yes,Yes,high
642,No,2.8,No,3,No,34,0.8,197,two,15,3355,12,5,13,No,No,No,high
1664,Yes,2.9,Yes,9,Yes,15,0.5,177,seven,19,1968,12,7,9,Yes,No,No,high
1498,Yes,0.7,No,3,Yes,8,0.1,170,seven,4,3358,7,3,19,Yes,No,No,very_high
981,Yes,1.9,Yes,0,No,2,0.1,136,three,7,1539,19,12,19,No,No,No,low
1236,Yes,2.8,No,6,Yes,32,0.3,143,four,18,942,16,12,14,Yes,Yes,Yes,low
1673,No,2.8,Yes,7,No,9,0.1,187,three,10,3669,9,1,10,Yes,No,Yes,very_high
712,Yes,1.6,No,6,Yes,9,0.8,172,two,14,3612,13,5,4,Yes,No,No,very_high
569,Yes,0.5,Yes,10,Yes,4,0.8,170,three,19,2351,8,7,10,Yes,Yes,No,meduim
603,Yes,0.7,Yes,0,Yes,64,0.2,156,six,0,604,10,4,8,Yes,Yes,Yes,low
1332,No,0.8,Yes,2,No,11,0.5,187,two,4,1285,5,0,9,Yes,Yes,No,meduim
1413,No,0.6,No,0,Yes,13,0.1,128,one,0,515,5,0,18,Yes,Yes,No,low
1064,No,2.9,Yes,1,Yes,34,0.2,184,six,13,654,16,13,6,Yes,No,No,low
1444,No,0.6,No,2,No,48,0.5,82,five,17,2540,17,2,15,Yes,Yes,Yes,very_high
1366,Yes,1.7,Yes,5,Yes,53,0.2,161,five,9,3869,17,5,14,Yes,No,Yes,very_high
906,No,2.1,Yes,7,No,18,0.1,136,two,11,3412,13,8,16,Yes,No,No,very_high
1554,No,2.7,Yes,3,Yes,47,0.7,185,five,12,509,12,3,19,Yes,No,No,low
1187,No,2.3,No,0,Yes,21,0.2,122,six,6,2547,10,3,5,Yes,Yes,No,high
1156,Yes,2.7,Yes,1,Yes,30,0.9,173,three,16,2735,16,15,13,Yes,No,Yes,high
1918,No,2.8,No,1,No,22,0.3,139,one,5,1369,9,6,6,No,Yes,Yes,meduim
841,Yes,0.5,Yes,8,No,39,0.1,199,six,13,2942,11,5,16,No,Yes,Yes,high
730,Yes,1.3,Yes,6,No,6,0.9,167,seven,10,2812,10,1,17,No,No,No,high
878,Yes,1.3,No,13,Yes,31,0.5,153,four,18,3497,9,7,11,Yes,Yes,No,high
1059,No,0.5,Yes,0,No,50,0.7,182,eight,1,619,5,3,18,No,Yes,Yes,low
1578,No,2.9,No,8,No,3,0.9,200,one,20,3483,17,4,16,Yes,No,No,very_high
1829,No,1.7,No,0,No,36,0.8,112,five,1,1475,11,4,7,No,No,No,meduim
1132,No,1,No,0,No,8,0.1,157,one,4,1950,11,2,6,No,Yes,Yes,meduim
1652,No,0.6,Yes,4,Yes,40,1,198,seven,6,3592,7,6,6,Yes,No,No,very_high
912,No,0.5,Yes,0,No,58,0.3,107,five,1,3573,17,3,20,Yes,Yes,No,very_high
1181,No,2.3,No,12,Yes,61,0.6,116,two,16,2020,6,0,18,Yes,Yes,No,meduim
1497,Yes,0.7,No,5,No,32,0.7,92,three,9,1329,6,1,7,Yes,Yes,No,high
1790,Yes,2.3,Yes,3,Yes,49,0.5,100,three,11,3568,6,2,18,Yes,No,Yes,very_high
1742,Yes,1.6,No,3,No,49,0.8,100,one,9,1947,5,4,6,Yes,No,Yes,high
1549,Yes,0.5,No,4,No,8,0.4,158,five,7,1998,12,7,15,Yes,Yes,No,high
1372,Yes,2.7,No,7,No,34,0.4,193,four,17,725,11,3,20,Yes,No,No,low
1112,No,0.5,No,0,Yes,12,0.9,190,four,6,3302,11,0,20,Yes,Yes,Yes,very_high
1005,No,0.5,No,0,No,46,0.4,133,eight,17,3884,17,0,20,No,Yes,Yes,very_high
783,Yes,1.7,Yes,9,Yes,27,0.3,150,six,11,1185,15,4,6,Yes,Yes,Yes,low
1698,No,2.5,No,10,Yes,26,0.4,105,two,18,1656,5,3,17,Yes,No,Yes,high
899,Yes,2.7,No,3,Yes,53,0.3,192,four,11,2870,19,16,10,Yes,No,Yes,high
1062,No,1.5,No,3,No,45,0.2,151,three,4,911,14,2,9,No,No,No,low
989,Yes,2,No,4,No,17,0.2,166,three,19,3892,18,7,19,Yes,Yes,No,very_high
1983,Yes,1.2,Yes,6,Yes,27,0.6,125,one,11,3897,12,10,10,Yes,Yes,Yes,very_high
1800,Yes,3,No,5,No,53,0.3,87,one,12,656,14,10,18,No,No,Yes,low
1254,No,1.7,No,0,Yes,45,0.4,146,three,3,606,7,2,2,Yes,Yes,Yes,meduim
868,No,1.7,No,0,No,30,0.8,83,four,0,1653,11,7,17,Yes,No,No,meduim
1205,No,0.5,Yes,3,No,12,0.6,175,four,6,860,14,1,14,Yes,No,Yes,low
1284,Yes,2.8,Yes,0,No,10,0.9,155,two,14,2197,16,2,9,No,Yes,Yes,meduim
626,No,0.7,Yes,2,Yes,23,0.5,187,two,9,3458,7,5,11,Yes,No,Yes,high
1763,No,2.9,Yes,1,Yes,53,0.2,101,four,20,2066,12,9,17,Yes,Yes,Yes,meduim
694,Yes,1.8,Yes,15,No,36,0.4,193,four,20,3676,12,8,5,Yes,No,Yes,very_high
1265,No,0.6,Yes,4,Yes,49,0.5,90,one,5,1518,16,11,8,Yes,No,Yes,meduim
816,Yes,0.5,No,4,No,14,0.9,198,three,13,1018,17,10,15,Yes,No,No,low
904,No,1.8,No,3,Yes,35,0.4,168,three,4,1360,15,12,11,Yes,No,No,low
979,No,0.5,Yes,0,Yes,5,0.5,164,seven,2,3449,5,2,14,Yes,No,No,very_high
1531,No,2,No,0,Yes,60,0.4,162,six,1,2524,13,11,7,Yes,No,No,high
934,No,2,Yes,2,No,30,0.7,182,eight,15,703,10,8,7,No,No,Yes,low
1624,Yes,2.6,Yes,0,No,58,1,200,three,11,1251,13,4,18,No,Yes,Yes,meduim
874,No,1.3,No,5,No,8,0.5,185,one,20,582,6,4,15,No,No,No,low
1027,Yes,2.2,No,0,No,63,0.8,102,five,4,1732,8,5,13,No,Yes,Yes,meduim
1966,No,0.8,Yes,15,Yes,48,0.2,144,one,16,1252,6,4,19,Yes,Yes,Yes,high
1048,Yes,1.5,No,2,Yes,29,1,182,one,4,2146,11,10,2,Yes,No,No,meduim
1496,Yes,1.9,Yes,13,No,38,0.1,126,four,14,1927,17,4,6,No,No,Yes,meduim
959,Yes,1.7,No,15,No,13,0.4,155,four,16,3328,10,9,10,Yes,Yes,Yes,high
1349,Yes,2.2,Yes,5,No,55,0.1,105,seven,7,2462,15,7,17,Yes,No,Yes,high
1689,Yes,2.4,Yes,0,Yes,13,0.9,168,two,9,1172,12,11,17,Yes,Yes,Yes,low
1558,Yes,2.4,No,0,Yes,27,0.1,146,one,1,3598,9,2,12,Yes,No,Yes,very_high
582,No,0.5,Yes,3,No,27,0.2,168,three,10,2437,19,2,2,Yes,Yes,Yes,high
1485,No,2.8,No,3,Yes,44,0.1,138,four,14,3271,14,12,8,Yes,Yes,No,very_high
1991,Yes,1.8,No,11,No,9,0.7,94,three,12,1511,17,8,9,No,No,No,meduim
553,No,0.5,Yes,2,Yes,23,0.5,119,three,3,2981,7,3,14,Yes,No,No,high
1231,No,0.7,Yes,2,No,7,0.9,113,one,7,3119,9,4,15,Yes,Yes,No,very_high
805,No,0.8,No,1,No,34,0.6,88,six,2,3647,18,11,9,Yes,No,Yes,very_high
764,Yes,1.2,Yes,1,No,13,1,152,eight,2,3148,18,7,6,Yes,Yes,No,high
894,No,0.9,No,5,Yes,54,0.2,130,three,15,2829,11,5,13,Yes,No,Yes,high
1589,No,2.6,No,9,No,46,0.4,84,three,16,2373,11,9,20,Yes,Yes,No,high
1456,No,1.6,Yes,9,Yes,39,0.1,80,eight,10,3998,6,3,13,Yes,Yes,No,very_high
743,No,0.5,Yes,0,Yes,33,0.3,95,two,1,316,19,10,4,Yes,No,No,low
1061,Yes,2.1,No,3,Yes,52,0.1,109,seven,4,999,16,12,9,Yes,Yes,No,low
1428,Yes,1.6,No,0,No,7,0.1,153,four,2,1808,12,8,13,No,Yes,No,meduim
674,Yes,2.8,Yes,0,Yes,8,0.2,93,three,0,589,18,6,4,Yes,Yes,No,low
832,No,1.1,No,0,Yes,46,0.3,93,six,0,3317,8,0,19,Yes,Yes,No,very_high
1625,Yes,0.5,Yes,2,Yes,50,0.1,107,eight,17,670,16,3,8,Yes,No,No,low
907,No,1.4,Yes,3,No,42,0.2,151,one,16,584,11,9,6,Yes,No,No,low
1631,No,0.5,No,2,Yes,13,0.5,166,two,16,2173,12,3,8,Yes,Yes,No,high
1584,Yes,1.3,No,6,No,41,0.6,135,four,15,1561,10,5,17,No,No,Yes,meduim
1382,Yes,0.5,No,7,Yes,13,0.3,199,two,18,2073,16,7,9,Yes,No,Yes,meduim
633,Yes,1.4,No,0,Yes,46,0.7,102,six,10,1401,19,14,11,Yes,Yes,No,meduim
1444,Yes,2.1,No,9,No,38,0.4,104,seven,16,3764,14,9,10,No,No,No,very_high
852,Yes,1.6,Yes,6,Yes,54,0.4,147,five,7,1275,13,7,12,Yes,No,Yes,low
922,Yes,0.7,No,0,Yes,47,1,157,eight,14,1464,17,4,12,Yes,No,Yes,meduim
1745,No,1.5,Yes,4,Yes,57,0.1,159,three,16,2885,13,11,5,Yes,Yes,Yes,very_high
862,No,2.3,No,9,Yes,6,0.1,107,eight,14,3458,9,4,9,Yes,Yes,Yes,very_high
1754,Yes,2.1,Yes,1,Yes,52,1,101,four,3,3019,11,6,19,Yes,No,Yes,very_high
1008,No,2.5,No,3,No,36,1,109,one,14,1083,6,4,6,No,No,No,meduim
1569,No,0.5,Yes,3,No,33,0.2,147,one,13,3538,18,1,15,Yes,No,Yes,very_high
1596,No,2.9,Yes,7,No,7,0.7,149,two,9,2493,14,12,13,Yes,Yes,Yes,high
1807,Yes,0.5,Yes,2,Yes,61,0.1,134,six,6,3726,8,5,15,Yes,No,No,very_high
1660,No,2.8,Yes,4,No,7,0.8,184,one,6,1531,12,0,7,No,No,No,meduim
1861,Yes,0.9,No,4,Yes,55,0.5,148,seven,8,601,7,5,4,Yes,No,No,meduim
648,No,1.9,Yes,4,No,8,1,91,five,19,2991,8,7,4,No,No,Yes,high
1379,No,0.5,Yes,1,No,19,0.3,134,eight,17,3912,11,2,19,No,Yes,Yes,very_high
1910,Yes,1.7,No,0,No,34,0.6,115,two,0,309,8,4,10,No,No,Yes,low
1807,No,2,Yes,0,Yes,13,0.5,155,eight,0,323,9,3,3,Yes,Yes,Yes,low
1923,No,0.5,Yes,7,No,46,0.5,191,one,10,1489,10,9,3,Yes,Yes,Yes,meduim
1345,Yes,3,No,7,Yes,38,0.1,162,three,11,1322,9,2,15,Yes,No,No,meduim
904,No,1.6,Yes,5,Yes,14,0.2,102,eight,9,1846,7,0,3,Yes,No,Yes,meduim
1239,No,1.2,Yes,5,Yes,52,0.9,122,two,10,417,8,0,6,Yes,No,Yes,low
1330,No,0.9,No,6,Yes,52,0.8,84,four,12,3269,19,6,8,Yes,Yes,No,very_high
516,Yes,0.7,Yes,1,No,30,0.9,138,one,12,3731,17,13,15,No,No,No,high
672,Yes,0.5,Yes,0,No,54,0.9,95,four,11,667,17,8,14,No,No,No,low
892,Yes,0.5,No,0,Yes,47,0.4,94,one,18,1241,12,3,9,Yes,No,Yes,meduim
1778,No,0.5,No,0,Yes,23,0.5,101,six,11,3941,19,6,13,Yes,No,No,very_high
1130,Yes,2.5,No,4,Yes,58,0.1,132,five,14,1018,17,1,16,Yes,No,No,low
1359,No,0.6,No,4,No,59,0.3,86,two,6,3142,19,3,17,No,Yes,Yes,very_high
1866,Yes,2.5,Yes,3,Yes,47,0.8,89,five,9,1444,7,4,20,Yes,No,No,meduim
1597,No,2.3,No,11,No,34,0.4,89,one,14,934,16,10,9,No,Yes,No,low
1046,Yes,2.8,Yes,0,Yes,58,0.2,100,eight,0,3863,17,12,9,Yes,Yes,Yes,very_high
1035,No,0.6,Yes,2,Yes,44,0.5,99,three,3,3506,14,5,12,Yes,Yes,No,very_high
1175,Yes,1.3,No,2,No,19,0.3,164,seven,9,1944,9,4,9,Yes,Yes,No,meduim
1261,Yes,0.5,Yes,0,Yes,11,0.2,90,four,0,348,14,9,14,Yes,No,Yes,low
1068,No,0.7,Yes,9,No,51,0.5,124,four,15,550,12,8,6,Yes,Yes,No,low
1713,No,3,Yes,5,Yes,20,0.9,104,seven,17,971,11,10,10,Yes,No,No,low
1688,No,2.5,No,0,Yes,21,0.2,170,seven,0,3984,17,14,8,Yes,Yes,Yes,very_high
1413,Yes,0.5,Yes,4,Yes,45,0.4,104,five,6,2973,17,8,15,Yes,No,Yes,very_high
559,Yes,0.5,No,10,No,11,0.4,82,five,14,2019,10,4,16,Yes,Yes,Yes,meduim
1483,Yes,2.6,Yes,13,No,19,0.6,146,seven,19,1587,9,4,19,No,No,No,meduim
860,Yes,1.6,Yes,13,No,48,0.5,187,seven,18,1870,17,2,18,Yes,No,No,meduim
1090,No,1.3,Yes,5,No,27,0.1,91,four,16,1352,5,1,11,No,Yes,No,meduim
686,Yes,0.5,No,11,No,3,0.3,91,six,15,570,7,6,19,No,Yes,No,low
818,No,1.3,No,14,No,43,0.9,177,six,15,546,12,6,7,Yes,Yes,Yes,low
1456,No,1.6,Yes,5,No,49,0.2,193,three,20,3624,12,11,16,Yes,Yes,No,very_high
774,No,0.5,Yes,2,Yes,10,0.5,188,two,9,2944,8,6,2,Yes,Yes,Yes,high
1068,No,0.5,Yes,0,Yes,19,0.9,197,eight,9,1209,19,12,12,Yes,Yes,No,low
1373,Yes,1.9,Yes,1,Yes,29,0.9,141,six,12,2752,15,2,7,Yes,Yes,Yes,very_high
1777,Yes,3,No,3,No,20,0.6,188,six,5,3868,5,1,7,No,Yes,Yes,very_high
594,No,0.8,No,2,Yes,28,0.1,132,five,3,3087,16,4,4,Yes,Yes,Yes,high
1524,No,2.6,Yes,5,No,57,0.5,124,two,12,947,11,4,16,No,Yes,Yes,low
511,Yes,0.6,Yes,12,No,50,0.1,175,three,16,1484,9,7,8,Yes,No,No,low
1402,Yes,0.6,Yes,3,No,46,0.3,87,seven,12,347,17,0,12,Yes,No,Yes,low
965,Yes,0.5,No,15,No,53,1,131,eight,19,3227,12,6,8,Yes,No,No,high
1270,Yes,2.3,No,0,No,58,0.5,104,five,1,3299,13,4,16,No,No,Yes,very_high
919,No,0.5,Yes,11,No,13,0.3,159,one,15,1028,8,4,17,Yes,No,No,low
1963,Yes,1,No,16,Yes,34,0.1,157,two,17,714,18,2,2,Yes,No,Yes,meduim
1977,No,1.3,Yes,2,No,31,0.4,173,eight,6,2641,8,2,7,No,No,No,very_high
1881,No,2.2,No,4,No,51,0.3,158,five,7,1229,12,0,14,Yes,No,No,meduim
683,No,0.7,No,5,No,19,0.9,173,four,17,2622,16,3,5,No,No,Yes,high
772,No,2.6,Yes,7,No,6,0.1,100,two,10,929,13,6,18,No,Yes,Yes,low
536,Yes,1.4,No,0,Yes,53,0.7,135,three,0,1211,15,10,7,Yes,No,Yes,low
1694,No,1.8,No,0,No,53,1,186,six,0,1653,7,5,6,Yes,No,No,high
1633,No,1.7,Yes,3,Yes,33,0.9,111,two,19,511,9,0,7,Yes,Yes,No,low
1371,No,0.5,No,4,No,52,0.5,167,four,19,3034,13,6,8,No,No,No,high
551,Yes,2.8,No,0,Yes,54,0.1,172,seven,15,1414,6,1,19,Yes,No,Yes,low
1221,No,0.5,No,1,Yes,28,0.5,139,one,7,2438,13,11,10,Yes,Yes,Yes,very_high
1000,Yes,0.5,No,12,No,63,0.7,179,eight,18,3744,11,1,7,No,No,Yes,very_high
1986,No,2.7,Yes,3,Yes,64,0.2,162,four,20,1377,5,3,15,Yes,Yes,Yes,meduim
1119,No,0.5,Yes,0,Yes,23,0.4,164,four,1,3520,7,4,7,Yes,No,No,very_high
1699,No,0.5,Yes,1,No,59,0.5,97,four,3,3796,17,10,12,No,Yes,Yes,very_high
1099,No,0.5,No,13,Yes,61,0.3,146,three,20,1699,17,10,3,Yes,Yes,Yes,meduim
1576,No,2.6,No,7,No,58,0.2,90,three,16,336,14,8,13,Yes,Yes,Yes,low
950,Yes,0.5,No,9,No,55,0.1,156,five,10,1095,14,12,13,No,Yes,No,low
1081,Yes,2.5,Yes,13,No,49,1,99,three,17,325,9,1,6,No,No,Yes,low
606,No,2.5,No,1,Yes,53,0.2,146,four,2,1223,19,12,7,Yes,No,No,low
502,No,1.5,Yes,7,No,37,0.2,199,two,12,1649,6,1,14,No,Yes,No,meduim
957,Yes,0.7,No,0,Yes,4,0.1,160,two,0,1898,12,4,3,Yes,Yes,No,meduim
1658,Yes,1.4,Yes,0,Yes,38,0.3,159,five,0,2609,12,11,19,Yes,No,No,high
1681,Yes,2.5,Yes,6,No,18,0.3,167,one,7,2265,5,3,20,Yes,Yes,Yes,high
1983,Yes,0.5,Yes,3,No,43,1,87,six,10,2775,9,4,3,No,Yes,Yes,high
1753,No,1.2,No,8,Yes,12,0.9,113,seven,17,1445,17,16,12,Yes,Yes,Yes,meduim
1632,Yes,1.4,No,0,No,41,0.1,132,four,1,2614,5,4,15,Yes,No,No,high
1949,Yes,1.4,No,7,No,57,0.3,145,seven,11,356,5,3,19,No,No,No,low
1696,No,1.7,No,1,No,13,0.9,97,three,2,523,5,0,4,No,Yes,Yes,low
688,No,2.5,Yes,0,No,57,0.8,131,seven,3,3745,17,1,4,No,Yes,No,very_high
1104,No,1.7,No,1,Yes,60,0.4,199,two,13,1229,6,0,3,Yes,Yes,Yes,low
1122,No,2.8,No,0,No,28,0.6,184,three,4,1402,14,10,3,No,Yes,No,meduim
504,Yes,0.5,Yes,2,Yes,46,0.9,172,five,14,2085,13,5,8,Yes,No,No,meduim
1154,No,0.5,No,12,Yes,14,0.7,156,seven,14,587,8,3,4,Yes,Yes,Yes,low
1727,No,2.1,No,2,Yes,63,0.6,85,seven,8,2457,19,13,7,Yes,No,Yes,very_high
1674,No,2.8,Yes,0,Yes,52,0.2,89,three,7,2030,7,0,6,Yes,No,No,high
1948,No,2.8,Yes,5,Yes,18,0.2,135,two,14,816,16,2,3,Yes,No,No,low
1218,Yes,2.8,Yes,3,No,39,0.8,150,seven,14,1667,10,0,12,No,No,No,meduim
531,No,1.1,No,10,No,63,0.7,189,seven,14,2958,17,1,19,No,Yes,No,high
1057,No,2.1,No,4,No,5,0.5,154,five,13,3705,6,4,13,Yes,No,No,very_high
576,No,1.2,No,1,No,30,0.8,162,eight,5,2800,11,6,16,No,Yes,Yes,high
1960,Yes,2.1,No,1,No,7,0.2,165,seven,9,3773,11,9,6,No,Yes,Yes,very_high
673,Yes,1.7,Yes,3,Yes,22,0.1,88,one,5,2050,7,2,17,Yes,Yes,No,meduim
718,No,0.7,Yes,0,Yes,21,0.8,88,one,7,1754,17,11,9,Yes,No,Yes,meduim
864,No,1.7,No,3,Yes,35,0.3,103,three,7,1904,12,8,13,Yes,Yes,Yes,meduim
547,No,1.9,Yes,1,No,37,0.4,154,five,4,2705,17,3,10,Yes,Yes,No,meduim
623,Yes,0.9,No,1,Yes,3,0.1,102,eight,7,3537,16,13,3,Yes,No,Yes,very_high
1793,No,0.7,Yes,11,No,27,0.4,154,five,13,1370,16,3,19,Yes,No,Yes,meduim
1720,Yes,0.7,Yes,0,No,19,0.1,137,two,3,1222,13,2,7,No,No,No,meduim
812,No,0.5,Yes,1,No,64,1,106,four,7,3102,6,0,2,No,No,No,high
980,Yes,0.5,No,0,Yes,33,0.9,160,six,0,2268,7,5,4,Yes,Yes,No,high
643,No,1,No,9,Yes,18,0.2,187,eight,12,2648,7,5,18,Yes,Yes,Yes,meduim
1925,No,3,Yes,0,Yes,16,0.8,175,eight,11,2173,7,3,19,Yes,Yes,No,high
1408,Yes,2.5,No,3,No,32,0.1,151,four,6,3162,19,18,3,Yes,No,No,very_high
1522,Yes,0.7,Yes,4,No,28,0.2,124,one,5,1368,14,5,17,Yes,No,Yes,meduim
587,Yes,2.5,No,16,Yes,51,0.6,111,one,17,2746,10,4,7,Yes,No,Yes,high
1959,No,0.5,Yes,5,No,18,0.7,191,six,20,619,7,4,8,Yes,Yes,Yes,low
1872,No,0.5,Yes,3,No,17,0.7,89,six,6,724,17,3,9,Yes,No,Yes,meduim
1043,Yes,0.5,No,7,No,42,0.1,111,three,8,912,16,9,6,No,Yes,No,low
1809,No,0.5,No,6,No,23,0.7,123,six,19,2784,12,6,20,Yes,Yes,Yes,very_high
1703,Yes,0.5,No,5,Yes,23,0.2,92,six,7,793,7,3,17,Yes,Yes,No,low
1095,Yes,0.5,No,4,No,45,0.5,197,one,5,560,9,1,10,Yes,Yes,No,low
1414,No,2.6,No,1,No,27,0.6,137,four,20,312,5,2,8,No,No,Yes,low
1659,Yes,2.5,No,2,No,41,0.1,88,seven,18,545,12,0,9,No,Yes,Yes,low
1540,No,0.7,Yes,1,No,60,0.8,197,seven,12,1591,19,0,2,Yes,No,Yes,meduim
1342,No,1,No,0,Yes,31,0.6,86,seven,1,2746,15,5,10,Yes,Yes,No,very_high
1189,Yes,2.3,No,13,No,8,0.5,198,three,14,893,9,6,13,Yes,Yes,No,low
518,Yes,2.4,No,0,Yes,62,0.6,128,six,0,2514,16,12,7,Yes,Yes,Yes,meduim
1449,No,0.8,Yes,3,Yes,10,0.2,144,one,12,1032,10,0,8,Yes,Yes,Yes,meduim
516,No,1.1,Yes,0,Yes,39,0.4,91,five,7,819,8,0,10,Yes,Yes,Yes,low
1569,No,0.8,Yes,8,No,59,0.9,111,three,16,3672,15,2,15,Yes,No,Yes,very_high
1312,Yes,0.8,Yes,0,No,24,0.9,156,six,0,3833,14,13,17,No,Yes,No,very_high
1893,Yes,0.5,Yes,1,No,23,0.1,179,eight,3,1482,15,7,17,No,Yes,No,high
1076,No,2.5,No,3,No,14,0.2,105,five,4,2043,7,5,14,No,No,No,meduim
530,Yes,2.6,No,1,No,40,0.9,118,six,2,1229,16,11,2,No,Yes,No,low
1044,Yes,2.8,Yes,7,No,33,0.6,129,four,13,1816,17,16,15,Yes,No,Yes,meduim
1330,No,1.1,No,11,No,37,0.7,126,seven,20,2166,10,1,4,Yes,No,No,high
1836,No,1.1,Yes,0,No,14,0.7,104,five,1,2469,18,6,7,Yes,Yes,Yes,high
