Company Name,Job Title,Salaries Reported,Location,,Salary/yr,,,,
Mindtree,Data Engineer,2,Paris,,"353,684",27.67961739,,,
Attra,Data Engineer,2,Paris,,"739,714",57.89066087,,,
Optum Global Solutions,Data Engineer,2,Paris,,"791,133",61.91475652,,,
HCL Technologies,Data Engineer,2,Paris,,"95,593",7.481191304,,,
Tech Mahindra,Data Engineer,2,Paris,,"92,927",7.272547826,,,
MAQ Software,Data Engineer,2,Paris,,"28,579",2.236617391,,,
Predera,Data Engineer,2,Paris,,"413,740",32.37965217,,,
HealthPointe Solutions,Data Engineer,2,Paris,,"872,461",68.27955652,,,
Art IT,Data Engineer,1,Paris,,"624,717",48.89089565,,,
IKEA,Data Engineer,1,Paris,,"250,000",19.56521739,,,
Larsen & Toubro,Data Engineer,1,Paris,,"821,904",64.32292174,,,
Jotter,Data Engineer,1,Paris,,"322,465",25.2363913,,,
Activa (CA),Data Engineer,1,Paris,,"1,490,685",116.6623043,,,
Reputation,Data Engineer,1,Paris,,"523,814",40.99413913,,,
People Tech Group,Data Engineer,1,Paris,,"1,018,095",79.677,,,
5x,Data Engineer,1,Paris,,"450,000",35.2173913,,,
Electronic Arts,Data Engineer,1,Paris,,"42,995",3.364826087,,,
IBM,Data Engineer,1,Paris,,"564,654",44.19031304,,,
Birlasoft,Data Engineer,1,Paris,,"24,434",1.912226087,,,
Mu Sigma,Data Engineer,1,Paris,,"1,004,884",78.64309565,,,
Alliance Healthcare,Data Engineer,1,Paris,,"25,000",1.956521739,,,
RAACOM Infosystems,Data Engineer,1,Paris,,"564,654",44.19031304,,,
BA Continuum India,Data Engineer,1,Paris,,"821,904",64.32292174,,,
BookMeds,Data Engineer,1,Paris,,"33,879",2.6514,,,
PurpleTalk,Data Engineer,1,Paris,,"517,986",40.53803478,,,
ACD Communications,Data Engineer,1,Paris,,"866,307",67.79793913,,,
Techolution,Data Engineer,1,Paris,,"16,123",1.2618,,,
DXC Technology,Data Engineer,1,Paris,,"1,317,316",103.0942957,,,
Wehner Multifamily,Data Engineer,1,Paris,,"27,200",2.128695652,,,
Google Summer of Code,Data Engineer,1,Paris,,"104,824",8.203617391,,,
archents,Data Engineer,1,Paris,,"15,618",1.222278261,,,
Wall & Associates,Data Engineer,1,Paris,,"54,207",4.242286957,,,
DU,Data Engineer,1,Paris,,"20,000",1.565217391,,,
Xyenta,Data Engineer,1,Paris,,"302,200",23.65043478,,,
FTD,Data Engineer,1,Paris,,"624,717",48.89089565,,,
Systech International,Data Engineer,1,Paris,,"36,108",2.825843478,,,
Kagool,Data Engineer,1,Paris,,"26,823",2.099191304,,,
Aeries Technology,Data Engineer,1,Paris,,"1,410,268",110.3688,,,
Hexaware Technologies,Data Engineer,1,Paris,,"1,145,314",89.63326957,,,
SID Computer Group,Data Engineer,1,Paris,,"104,295",8.162217391,,,
Klaxon India Private Limited,Data Engineer,1,Paris,,"1,074,883",84.12127826,,,
Diagonal Software,Data Engineer,1,Paris,,"51,369",4.020182609,,,
Tech Data,Data Engineer,1,Paris,,"51,799",4.053834783,,,
Verizon,Data Engineer,1,Paris,,"1,020,348",79.85332174,,,
KOGENTiX,Data Engineer,1,Paris,,"764,702",59.84624348,,,
Mantra Technologies (India),Data Engineer,1,Paris,,"312,884",24.48657391,,,
Microsoft,Data Engineer,1,Paris,,"2,063,316",161.4769043,,,
ZSoft Technology Service,Data Engineer,1,Paris,,"642,103",50.25153913,,,
Kantar (Worldpanel Division),Data Engineer,1,Paris,,"733,769",57.4254,,,
PwC,Data Engineer,1,Paris,,"1,200,000",93.91304348,,,
Freemans Grattan Holdings,Data Engineer,1,Paris,,"858,429",67.1814,,,
Wells Fargo,Data Engineer,1,Paris,,"929,931",72.7772087,,,
Franklin Templeton Investments,Data Engineer,1,Paris,,"3,054,284",239.0309217,,,
Altimetrik,Data Engineer,1,Paris,,"1,572,363",123.0544957,,,
Bullhorn,Data Engineer,1,Paris,,"1,030,115",80.61769565,,,
Kantar,Data Engineer,1,Paris,,"814,476",63.7416,,,
DataFactZ,Data Engineer,1,Paris,,"52,412",4.101808696,,,
Zenoti,Data Engineer,1,Paris,,"1,792,230",140.2614783,,,
Tableau Software,Data Engineer,1,Paris,,"510,000",39.91304348,,,
Zen3 Info Solutions,Data Engineer,1,Paris,,"3,387,921",265.1416435,,,
UXLI,Data Engineer,1,Paris,,"77,698",6.080713043,,,
Computer Generated Solutions,Data Engineer,1,Paris,,"838,593",65.62901739,,,
Dell Technologies,Data Engineer,1,Paris,,"800,000",62.60869565,,,
GSPANN Technologies,Data Engineer,1,Paris,,"803,907",62.91446087,,,
Gap,Data Engineer,1,Paris,,"279,976",21.91116522,,,
Technovert,Data Engineer,1,Paris,,"15,271",1.195121739,,,
Aptus Data Labs,Data Engineer,1,Paris,,"930,041",72.78581739,,,
Procter & Gamble,Data Engineer,1,Paris,,"2,576,614",201.6480522,,,
Amnet Digital,Data Engineer,1,Paris,,"1,119,904",87.64466087,,,
DataKare Solutions,Data Engineer,1,Paris,,"391,540",30.64226087,,,
2COMS,Data Engineer,1,Paris,,"725,546",56.78186087,,,
Wipro,Data Engineer,1,Paris,,"604,401",47.30094783,,,
Cognizant Technology Solutions,Data Engineer,1,Paris,,0,0,,,
EPAM,Data Engineer,1,Paris,,"1,115,191",87.27581739,,,
Indium Software,Data Engineer,1,Paris,,"28,334",2.217443478,,,
Gap Inc.,Data Engineer,1,Paris,,"930,041",72.78581739,,,
ICICI Bank,Data Engineer,1,Paris,,"681,900",53.36608696,,,
Agile CRM,Data Engineer,1,Paris,,"312,884",24.48657391,,,
Siddharth Technologies,Data Engineer,1,Paris,,"503,667",39.41741739,,,
infrasoft technologies,Data Engineer,1,Paris,,"580,000",45.39130435,,,
Collins Aerospace,Data Engineer,1,Paris,,"575,000",45,,,
TEKsystems,Data Engineer,1,Paris,,"904,395",70.77873913,,,
NTT DATA,Data Engineer,1,Paris,,"123,455",9.661695652,,,
Aspion Technologies,Data Engineer,1,Paris,,"661,762",51.79006957,,,
Cognizant Technology Solutions,Data Engineer,1,Paris,,"20,000",1.565217391,,,
XYZ (Turkey),Data Engineer,1,Paris,,"3,000,000",234.7826087,,,
WE 4 IT Services,Data Engineer,1,Paris,,"482,344",37.74866087,,,
ProArch,Data Engineer,1,Paris,,"1,251,537",97.94637391,,,
Google,Data Engineer,1,Paris,,"450,000",35.2173913,,,
PepsiCo,Data Engineer,1,Paris,,"1,210,770",94.75591304,,,
Novartis,Data Engineer,1,Paris,,"25,685",2.010130435,,,
University of Hyderabad,Data Engineer,1,Paris,,"667,797",52.26237391,,,
rvdfgdfvd,Data Engineer,1,Paris,,"36,094",2.824747826,,,
IdeaSpark,Data Engineer,1,Paris,,"1,016,376",79.54246957,,,
ITC Infotech,Data Engineer,1,Paris,,"1,340,000",104.8695652,,,
CGI,Data Engineer,1,Paris,,"20,362",1.593547826,,,
Persistent Systems,Data Engineer,1,Paris,,"41,439",3.243052174,,,
PrimEra Medical Technologies,Data Engineer,1,Paris,,"500,000",39.13043478,,,
BizViz Technologies,Data Engineer,1,Paris,,"507,118",39.68749565,,,
Croyant Software Technologies,Data Engineer,1,Paris,,"621,583",48.64562609,,,
Tata Consultancy Services,Data Engineer,1,Paris,,"353,144",27.63735652,,,
Tiger Analytics,Data Engineer,1,Paris,,"1,513,462",118.4448522,,,
Ramesh Tondon,Data Engineer,1,Paris,,"47,000",3.67826087,,,
Neudesic,Data Engineer,1,Paris,,"1,611,735",126.1357826,,,
AROHA TECHNOLOGIES,Data Engineer,1,Paris,,"51,799",4.053834783,,,
Zen3 Infosolutions,Data Engineer,1,Paris,,"1,035,971",81.0759913,,,
Gramener,Data Engineer,1,Paris,,"1,553,957",121.6140261,,,
ServiceNow,Data Engineer,1,Paris,,83,0.006495652,,,
Google,Data Engineer,1,Paris,,"2,239,808",175.2893217,,,
HSB Group,Data Engineer,1,Paris,,"515,829",40.36922609,,,
Joany,Data Engineer,1,Paris,,"21,628",1.692626087,,,
SAAS Staffing Solutions,Data Engineer,1,Paris,,"429,214",33.59066087,,,
Apple,Data Engineer,1,Paris,,"1,472,350",115.2273913,,,
Salesforce,Data Engineer,1,Paris,,"1,008,975",78.96326087,,,
CoreCompete,Data Engineer,1,Paris,,"1,191,367",93.23741739,,,
Dataflix,Data Engineer,1,Paris,,"361,758",28.31149565,,,
Avnitr,Data Engineer,1,Paris,,"564,313",44.16362609,,,
Codecsoft IT Services,Data Engineer,1,Paris,,"628,945",49.22178261,,,
Byteridge Software,Data Engineer,1,Paris,,"1,500,000",117.3913043,,,
Landmark IT Solutions,Data Engineer,1,Paris,,"1,562,895",122.3135217,,,
DBS Asia Hub 2,Data Engineer,1,Paris,,"854,151",66.8466,,,
IBM,Data Engineer,1,Paris,,"10,000",0.782608696,,,
PayPal,Data Engineer,1,Paris,,"1,035,971",81.0759913,,,
Tata Consultancy Services,Data Engineer,22,Warsaw,,"649,541",50.83364348,,,
IBM,Data Engineer,10,Warsaw,,"601,475",47.07195652,,,
dunnhumby,Data Engineer,8,Warsaw,,"1,320,578",103.3495826,,,
Amazon,Data Engineer,7,Warsaw,,"1,115,191",87.27581739,,,
LTI,Data Engineer,7,Warsaw,,"502,442",39.32154783,,,
Paytm,Data Engineer,7,Warsaw,,"1,196,790",93.66182609,,,
Genpact,Data Engineer,5,Warsaw,,"381,786",29.87890435,,,
NCR,Data Engineer,5,Warsaw,,"625,768",48.97314783,,,
Decision Point,Data Engineer,4,Warsaw,,"430,538",33.69427826,,,
Coforge,Data Engineer,4,Warsaw,,"1,555,930",121.7684348,,,
Lumiq (India),Data Engineer,4,Warsaw,,"41,765",3.268565217,,,
Fractal,Data Engineer,4,Warsaw,,"1,165,059",91.17853043,,,
NatWest Group,Data Engineer,4,Warsaw,,"3,141,490",245.8557391,,,
Ameriprise,Data Engineer,4,Warsaw,,"67,826",5.308121739,,,
Intelegencia,Data Engineer,3,Warsaw,,"870,393",68.11771304,,,
MakeMyTrip,Data Engineer,3,Warsaw,,"1,204,567",94.27046087,,,
Capgemini,Data Engineer,3,Warsaw,,"1,200,000",93.91304348,,,
Innovaccer,Data Engineer,3,Warsaw,,"447,475",35.01978261,,,
nThrive,Data Engineer,3,Warsaw,,"837,753",65.56327826,,,
OYO,Data Engineer,3,Warsaw,,"1,100,000",86.08695652,,,
Nokia,Data Engineer,3,Warsaw,,"1,000,000",78.26086957,,,
Elucidata (MA),Data Engineer,3,Warsaw,,"690,356",54.02786087,,,
Mastercard,Data Engineer,3,Warsaw,,"1,648,788",129.0355826,,,
EXL Service,Data Engineer,3,Warsaw,,"644,930",50.47278261,,,
Optum,Data Engineer,3,Warsaw,,"1,108,068",86.71836522,,,
Nagarro,Data Engineer,2,Warsaw,,"526,709",41.22070435,,,
UnitedHealth Group,Data Engineer,2,Warsaw,,"947,195",74.12830435,,,
ZS Associates,Data Engineer,2,Warsaw,,"883,697",69.15889565,,,
Skuad,Data Engineer,2,Warsaw,,"585,269",45.80366087,,,
ABC,Data Engineer,2,Warsaw,,"692,532",54.19815652,,,
Webhelp,Data Engineer,2,Warsaw,,"916,326",71.71246957,,,
Atlan,Data Engineer,2,Warsaw,,"1,331,269",104.1862696,,,
Lumen,Data Engineer,2,Warsaw,,"699,469",54.74105217,,,
Zomato,Data Engineer,2,Warsaw,,"3,162,981",247.5376435,,,
Optum Global Solutions,Data Engineer,2,Warsaw,,"986,536",77.20716522,,,
Octro,Data Engineer,2,Warsaw,,"71,335",5.58273913,,,
MapmyIndia,Data Engineer,2,Warsaw,,"22,565",1.765956522,,,
Fidelity Investments,Data Engineer,2,Warsaw,,"1,062,087",83.11985217,,,
IHS Markit,Data Engineer,2,Warsaw,,"917,271",71.78642609,,,
Evalueserve,Data Engineer,2,Warsaw,,"838,524",65.62361739,,,
Tokopedia,Data Engineer,2,Warsaw,,"1,364,409",106.7798348,,,
Freelancer,Data Engineer,2,Warsaw,,"1,271,011",99.47042609,,,
Axtria,Data Engineer,2,Warsaw,,"39,167",3.065243478,,,
TO THE NEW,Data Engineer,2,Warsaw,,"641,374",50.19448696,,,
Q3 Technologies,Data Engineer,2,Warsaw,,"759,321",59.42512174,,,
Urban Company,Data Engineer,2,Warsaw,,"1,589,903",124.4271913,,,
Maven Wave Partners,Data Engineer,2,Warsaw,,"1,377,267",107.786113,,,
HCL Technologies,Data Engineer,2,Warsaw,,"358,214",28.03413913,,,
Accenture,Data Engineer,2,Warsaw,,"972,097",76.07715652,,,
Tech Mahindra,Data Engineer,2,Warsaw,,"540,800",42.32347826,,,
Cognizant Technology Solutions,Data Engineer,2,Warsaw,,"909,909",71.21026957,,,
Google,Data Engineer,2,Warsaw,,"736,515",57.64030435,,,
Confidential,Data Engineer,1,Warsaw,,488,0.038191304,,,
Guardian Life,Data Engineer,1,Warsaw,,"518,827",40.60385217,,,
Busigence Technologies,Data Engineer,1,Warsaw,,"38,649",3.024704348,,,
Inference Labs,Data Engineer,1,Warsaw,,"677,584",53.02831304,,,
Tata Consultancy Services (North America),Data Engineer,1,Warsaw,,"101,809",7.96766087,,,
Ankaha,Data Engineer,1,Warsaw,,"37,500",2.934782609,,,
Innovaccer,Data Engineer,1,Warsaw,,"443,306",34.69351304,,,
Delhivery,Data Engineer,1,Warsaw,,"1,412,565",110.5485652,,,
CTU,Data Engineer,1,Warsaw,,"45,023",3.52353913,,,
MediaAgility,Data Engineer,1,Warsaw,,"458,143",35.85466957,,,
CloudPrisma,Data Engineer,1,Warsaw,,"30,147",2.359330435,,,
Bank of America,Data Engineer,1,Warsaw,,"1,507,325",117.9645652,,,
Adglobal360,Data Engineer,1,Warsaw,,"89,094",6.972573913,,,
PYRO,Data Engineer,1,Warsaw,,"10,621",0.831208696,,,
Hexaware Technologies,Data Engineer,1,Warsaw,,"61,316",4.798643478,,,
Advanced Infrastructure Engineering,Data Engineer,1,Warsaw,,"30,269",2.368878261,,,
Gartner,Data Engineer,1,Warsaw,,"624,717",48.89089565,,,
LUMIQ,Data Engineer,1,Warsaw,,"322,465",25.2363913,,,
i2e Consulting,Data Engineer,1,Warsaw,,"87,039",6.811747826,,,
AI Touch,Data Engineer,1,Warsaw,,"15,135",1.184478261,,,
S&P Global,Data Engineer,1,Warsaw,,"1,230,555",96.30430435,,,
Valiance Solutions,Data Engineer,1,Warsaw,,"100,898",7.896365217,,,
Unified Healthcare Group,Data Engineer,1,Warsaw,,"844,641",66.10233913,,,
MedTourEasy,Data Engineer,1,Warsaw,,"149,932",11.7338087,,,
Rahul Infotech,Data Engineer,1,Warsaw,,"400,000",31.30434783,,,
American Management Association,Data Engineer,1,Warsaw,,"47,171",3.691643478,,,
PwC,Data Engineer,1,Warsaw,,"367,195",28.737,,,
Ericsson IT Solutions & Services,Data Engineer,1,Warsaw,,"1,527,142",119.5154609,,,
Faintel,Data Engineer,1,Warsaw,,"15,073",1.179626087,,,
Essentia SoftServ,Data Engineer,1,Warsaw,,"20,000",1.565217391,,,
Concirrus,Data Engineer,1,Warsaw,,"620,027",48.52385217,,,
Software Data (India),Data Engineer,1,Warsaw,,"509,047",39.83846087,,,
naidu,Data Engineer,1,Warsaw,,"1,257,890",98.44356522,,,
Atlan,Data Engineer,1,Warsaw,,"17,784",1.391791304,,,
Capgemini Invent,Data Engineer,1,Warsaw,,"103,597",8.107591304,,,
Marks & Spencer,Data Engineer,1,Warsaw,,"828,777",64.8608087,,,
ParallelDots,Data Engineer,1,Warsaw,,"49,053",3.838930435,,,
Josh Technology Group,Data Engineer,1,Warsaw,,"722,161",56.51694783,,,
Team Computers,Data Engineer,1,Warsaw,,"423,080",33.1106087,,,
OLX Group,Data Engineer,1,Warsaw,,"3,644,181",285.1967739,,,
Baker Hughes,Data Engineer,1,Warsaw,,"169,396",13.25707826,,,
Deloitte,Data Engineer,1,Warsaw,,"1,004,884",78.64309565,,,
Incubit,Data Engineer,1,Warsaw,,"2,452,654",191.9468348,,,
Saurav pandey,Data Engineer,1,Warsaw,,"800,000",62.60869565,,,
McKinsey Knowledge Center,Data Engineer,1,Warsaw,,"1,665,911",130.3756435,,,
Anonymous Content,Data Engineer,1,Warsaw,,"461,956",36.15307826,,,
RiM LaS,Data Engineer,1,Warsaw,,"308,214",24.12109565,,,
Waqar Ahmed,Data Engineer,1,Warsaw,,"100,000",7.826086957,,,
STMicroelectronics,Data Engineer,1,Warsaw,,"374,830",29.33452174,,,
PeopleStrong Technologies,Data Engineer,1,Warsaw,,"82,037",6.420286957,,,
Snapdeal,Data Engineer,1,Warsaw,,"1,230,555",96.30430435,,,
MothersonSumi INfotech and Designs,Data Engineer,1,Warsaw,,"775,034",60.65483478,,,
Bäckerei-Conditorei Fleischli,Data Engineer,1,Warsaw,,"1,242,238",97.21862609,,,
Impressico Business Solutions,Data Engineer,1,Warsaw,,"602,930",47.18582609,,,
Connaizen Software,Data Engineer,1,Warsaw,,"2,265,784",177.3222261,,,
Olcademy,Data Engineer,1,Warsaw,,"17,000",1.330434783,,,
NLB Services,Data Engineer,1,Warsaw,,"150,733",11.79649565,,,
HT Media,Data Engineer,1,Warsaw,,"50,244",3.93213913,,,
RedCarpet,Data Engineer,1,Warsaw,,"18,651",1.459643478,,,
Chandigarh Group,Data Engineer,1,Warsaw,,"205,476",16.08073043,,,
Bobble Keyboard,Data Engineer,1,Warsaw,,"104,295",8.162217391,,,
Beam Suntory,Data Engineer,1,Warsaw,,"1,478,425",115.7028261,,,
Super Highway Labs,Data Engineer,1,Warsaw,,"3,665,141",286.8371217,,,
Yogesh Chandra Pant,Data Engineer,1,Warsaw,,"618,387",48.39550435,,,
GNA Serveis Telemàtics,Data Engineer,1,Warsaw,,"573,621",44.89207826,,,
ASSAD,Data Engineer,1,Warsaw,,"517,986",40.53803478,,,
American Express,Data Engineer,1,Warsaw,,"1,600,000",125.2173913,,,
ABC Supply Co.,Data Engineer,1,Warsaw,,"524,121",41.01816522,,,
DXC Technology,Data Engineer,1,Warsaw,,"904,395",70.77873913,,,
Analytics Vidhya,Data Engineer,1,Warsaw,,"1,513,955",118.4834348,,,
Konkasoft,Data Engineer,1,Warsaw,,"100,488",7.864278261,,,
Unifytech,Data Engineer,1,Warsaw,,"1,129,307",88.38054783,,,
J.P. Morgan,Data Engineer,1,Warsaw,,"1,221,714",95.6124,,,
EY,Data Engineer,1,Warsaw,,"469,612",36.75224348,,,
Boston Scientific,Data Engineer,1,Warsaw,,"2,707,106",211.8604696,,,
Tech Data,Data Engineer,1,Warsaw,,"30,147",2.359330435,,,
Gemini Solutions,Data Engineer,1,Warsaw,,"904,395",70.77873913,,,
Sharda University,Data Engineer,1,Warsaw,,"12,108",0.947582609,,,
FDS,Data Engineer,1,Warsaw,,"1,200,000",93.91304348,,,
Gemini Solutions,Data Engineer,1,Warsaw,,"15,000",1.173913043,,,
Fresherworld.com,Data Engineer,1,Warsaw,,"351,709",27.52505217,,,
hvjhv,Data Engineer,1,Warsaw,,"814,476",63.7416,,,
PlaySimple Games,Data Engineer,1,Warsaw,,"20,000",1.565217391,,,
Goals101,Data Engineer,1,Warsaw,,"1,541,071",120.6055565,,,
Wipro Digital,Data Engineer,1,Warsaw,,"862,674",67.51361739,,,
Dell Technologies,Data Engineer,1,Warsaw,,"2,000,000",156.5217391,,,
Atos-Syntel,Data Engineer,1,Warsaw,,"938,347",73.43585217,,,
Datopic,Data Engineer,1,Warsaw,,"735,350",57.54913043,,,
Publicis Sapient,Data Engineer,1,Warsaw,,"2,500,000",195.6521739,,,
Adobe,Data Engineer,1,Warsaw,,"413,830",32.38669565,,,
Anonymous,Data Engineer,1,Warsaw,,"402,934",31.53396522,,,
Dew Solutions,Data Engineer,1,Warsaw,,"1,489,702",116.5853739,,,
Xceedance,Data Engineer,1,Warsaw,,"125,569",9.82713913,,,
LinkedIn,Data Engineer,1,Warsaw,,"1,288,344",100.8269217,,,
Prateek Mishra,Data Engineer,1,Warsaw,,"31,288",2.448626087,,,
DAAS Labs,Data Engineer,1,Warsaw,,"31,288",2.448626087,,,
IFI Techsolutions,Data Engineer,1,Warsaw,,"300,000",23.47826087,,,
TEKsystems,Data Engineer,1,Warsaw,,"1,643,809",128.6459217,,,
Flipkart,Data Engineer,1,Warsaw,,"967,394",75.70909565,,,
Northcorp Software,Data Engineer,1,Warsaw,,"23,248",1.819408696,,,
None of Your Business Boutique,Data Engineer,1,Warsaw,,"2,452,654",191.9468348,,,
Asian Oilfield Services,Data Engineer,1,Warsaw,,"183,949",14.3960087,,,
HARMAN,Data Engineer,1,Warsaw,,"1,628,952",127.4832,,,
Sama Technology,Data Engineer,1,Warsaw,,"2,210,744",173.0147478,,,
Srijan Technologies,Data Engineer,1,Warsaw,,"864,369",67.64626957,,,
IndiaLends,Data Engineer,1,Warsaw,,"31,105",2.434304348,,,
Diverse Lynx,Data Engineer,1,Warsaw,,"1,074,883",84.12127826,,,
Rackspace Technology,Data Engineer,1,Warsaw,,"1,547,487",121.1076783,,,
Metaswitch,Data Engineer,1,Warsaw,,69,0.0054,,,
Absolutdata,Data Engineer,1,Warsaw,,"521,474",40.8110087,,,
Coforge Senior,Data Engineer,17,Warsaw,,"1,476,259",115.533313,,,
Quantiphi,Data Engineer,40,Vienna,,"730,063",57.13536522,,,
LTI,Data Engineer,33,Vienna,,"500,000",39.13043478,,,
Tata Consultancy Services,Data Engineer,19,Vienna,,"500,000",39.13043478,,,
Jio,Data Engineer,9,Vienna,,"530,128",41.48827826,,,
Fractal,Data Engineer,7,Vienna,,"1,100,000",86.08695652,,,
Accenture,Data Engineer,7,Vienna,,"630,000",49.30434783,,,
Mactores,Data Engineer,5,Vienna,,"542,342",42.44415652,,,
Capgemini,Data Engineer,5,Vienna,,"695,747",54.44976522,,,
Deloitte,Data Engineer,4,Vienna,,"744,034",58.22874783,,,
IBM,Data Engineer,3,Vienna,,"1,018,095",79.677,,,
Exponentia DataLabs,Data Engineer,3,Vienna,,"621,583",48.64562609,,,
Reliance Industries,Data Engineer,3,Vienna,,"644,930",50.47278261,,,
Morgan Stanley,Data Engineer,2,Vienna,,"909,682",71.19250435,,,
Bank of America,Data Engineer,2,Vienna,,"928,488",72.66427826,,,
TCS,Data Engineer,2,Vienna,,"459,892",35.99154783,,,
PwC,Data Engineer,2,Vienna,,"1,077,564",84.33109565,,,
GEP,Data Engineer,2,Vienna,,"1,321,470",103.4193913,,,
Lumiq (India),Data Engineer,2,Vienna,,"795,858",62.28453913,,,
IFI Techsolutions,Data Engineer,2,Vienna,,"353,152",27.63798261,,,
Fresher,Data Engineer,2,Vienna,,"30,220",2.365043478,,,
Quantiphi,Data Engineer,2,Vienna,,"51,096",3.998817391,,,
Testbook.com,Data Engineer,2,Vienna,,"612,517",47.93611304,,,
General Mills,Data Engineer,1,Vienna,,"331,509",25.94418261,,,
Goldman Sachs,Data Engineer,1,Vienna,,"3,977,066",311.2486435,,,
PayU,Data Engineer,1,Vienna,,"42,995",3.364826087,,,
Fractal,Data Engineer,1,Vienna,,"1,230,982",96.33772174,,,
Tata Consultancy Services (North America),Data Engineer,1,Vienna,,"1,000,000",78.26086957,,,
TCG DIGITAL,Data Engineer,1,Vienna,,"524,564",41.05283478,,,
Enovate Skill,Data Engineer,1,Vienna,,"106,209",8.312008696,,,
DAT Engineering,Data Engineer,1,Vienna,,"46,854",3.666834783,,,
Team Computers,Data Engineer,1,Vienna,,"25,921",2.0286,,,
Fundnel,Data Engineer,1,Vienna,,"618,995",48.44308696,,,
Mactores,Data Engineer,1,Vienna,,"10,814",0.846313043,,,
Advisory Board,Data Engineer,1,Vienna,,"414,388",32.43036522,,,
NGDATA,Data Engineer,1,Vienna,,"1,555,257",121.7157652,,,
Colgate-Palmolive,Data Engineer,1,Vienna,,"42,995",3.364826087,,,
AmyGB,Data Engineer,1,Vienna,,"40,684",3.183965217,,,
Sunrise Senior Living,Data Engineer,1,Vienna,,"100,000",7.826086957,,,
Cogoport,Data Engineer,1,Vienna,,"2,000,000",156.5217391,,,
Cipla,Data Engineer,1,Vienna,,"1,088,000",85.14782609,,,
Quantiphi,Data Engineer,1,Vienna,,"23,000",1.8,,,
Tata Consultancy Services,Data Engineer,1,Vienna,,"70,513",5.518408696,,,
Christian College of Engineering & Technology (CCET),Data Engineer,1,Vienna,,"123,286",9.648469565,,,
Course5 Intelligence,Data Engineer,1,Vienna,,"12,899",1.009486957,,,
TDL,Data Engineer,1,Vienna,,"1,511,001",118.2522522,,,
TeamLease Staffing Solutions,Data Engineer,1,Vienna,,"573,527",44.88472174,,,
Tata Consultancy Services,Data Engineer,1,Vienna,,"234,362",18.34137391,,,
Quantiply,Data Engineer,1,Vienna,,"908,078",71.06697391,,,
ICS Consultancy,Data Engineer,1,Vienna,,"1,881,045",147.2122174,,,
MAERSK,Data Engineer,1,Vienna,,"1,200,000",93.91304348,,,
Larvol Group,Data Engineer,1,Vienna,,,,,,
American Automobile Association (AAA),Data Engineer,1,Vienna,,"1,139,568",,,,
Jost Hurler,Data Engineer,1,Vienna,,"311,051",,,,
Vistaar Technologies,Data Engineer,1,Vienna,,"618,995",,,,
i2e Consulting,Data Engineer,1,Vienna,,"60,000",,,,
Bank of America Merrill Lynch,Data Engineer,1,Vienna,,"1,232,857",,,,
B&B Analytics,Data Engineer,1,Vienna,,"5,647",,,,
Cuelogic Technologies,Data Engineer,1,Vienna,,"1,100,000",,,,
Netcore Solutions,Data Engineer,1,Vienna,,"1,612,324",,,,
CitiusTech,Data Engineer,1,Vienna,,"1,988,533",,,,
Algo Engines,Data Engineer,1,Vienna,,"1,200,000",,,,
Quantcast,Data Engineer,1,Vienna,,"2,014,668",,,,
PharmEasy,Data Engineer,1,Vienna,,"19,465",,,,
Bajaj Finance,Data Engineer,1,Vienna,,"25,685",,,,
ZEE5,Data Engineer,1,Vienna,,"706,283",,,,
Naerial Consultancy,Data Engineer,1,Vienna,,"1,042,947",,,,
Purplle.com,Data Engineer,1,Vienna,,"2,014,668",,,,
Oneture Technologies,Data Engineer,1,Vienna,,"1,068,999",,,,
Larsen and toubro e engineering solutions,Data Engineer,1,Vienna,,"30,950",,,,
Liases Foras,Data Engineer,1,Vienna,,"305,428",,,,
Bookmyshow,Data Engineer,1,Vienna,,"1,237,990",,,,
Challenger Technologies,Data Engineer,1,Vienna,,"9,034",,,,
At,Data Engineer,1,Vienna,,"1,016,376",,,,
Kutumbh Care,Data Engineer,1,Vienna,,"311,716",,,,
Morgan Stanley,Data Engineer,1,Vienna,,"981,061",,,,
Daten & Wissen,Data Engineer,1,Vienna,,"385,890",,,,
Ascent Health & Wellness Solutions,Data Engineer,1,Vienna,,"322,465",,,,
Edwards Lifesciences,Data Engineer,1,Vienna,,"1,900,000",,,,
Ugam,Data Engineer,1,Vienna,,"502,441",,,,
Exeliq Consulting,Data Engineer,1,Vienna,,"891,759",,,,
ANB Systems,Data Engineer,1,Vienna,,"1,500,000",,,,
Veritas Collaborative,Data Engineer,1,Vienna,,"1,062,087",,,,
Celebal Technologies,Data Engineer,1,Vienna,,"463,374",,,,
TCG Digital,Data Engineer,1,Vienna,,"520,597",,,,
Danpal,Data Engineer,1,Vienna,,"322,077",,,,
iPredictt Data Science Labs,Data Engineer,1,Vienna,,"708,995",,,,
FRA,Data Engineer,1,Vienna,,"735,796",,,,
HHH,Data Engineer,1,Vienna,,"48,370",,,,
Javis,Data Engineer,1,Vienna,,"1,232,857",,,,
AthenasOwl,Data Engineer,1,Vienna,,"1,249,434",,,,
HCL Technologies,Data Engineer,1,Vienna,,"321,853",,,,
Directi,Data Engineer,1,Vienna,,"1,860,082",,,,
Course5 Intelligence,Data Engineer,1,Vienna,,744,,,,
ICICI Bank,Data Engineer,1,Vienna,,200,,,,
Ingram Micro,Data Engineer,1,Vienna,,"14,941",,,,
